icd9,icd9_condition,category,super_category
939,Foreign body in genitourinary tract,Effects of foreign body entering through orifice (930-939),injury and poisoning
940,Burn confined to eye and adnexa,Burns (940-949),injury and poisoning
941,"Burn of face, head, and neck",Burns (940-949),injury and poisoning
942,Burn of trunk,Burns (940-949),injury and poisoning
943,"Burn of upper limb, except wrist and hand",Burns (940-949),injury and poisoning
944,Burn of wrist(s) and hand(s),Burns (940-949),injury and poisoning
945,Burn of lower limb(s),Burns (940-949),injury and poisoning
946,Burns of multiple specified sites,Burns (940-949),injury and poisoning
947,Burn of internal organs,Burns (940-949),injury and poisoning
948,Burns classified according to extent of body surface involved,Burns (940-949),injury and poisoning
949,"Burn, unspecified",Burns (940-949),injury and poisoning
950,Injury to optic nerve and pathways,Injury to nerves and spinal cord (950-957),injury and poisoning
951,Injury to other cranial nerve(s),Injury to nerves and spinal cord (950-957),injury and poisoning
952,Spinal cord injury without evidence of spinal bone injury,Injury to nerves and spinal cord (950-957),injury and poisoning
953,Injury to nerve roots and spinal plexus,Injury to nerves and spinal cord (950-957),injury and poisoning
954,Injury to other nerve(s) of trunk excluding shoulder and pelvic girdles,Injury to nerves and spinal cord (950-957),injury and poisoning
955,Injury to peripheral nerve(s) of shoulder girdle and upper limb,Injury to nerves and spinal cord (950-957),injury and poisoning
956,Injury to peripheral nerve(s) of pelvic girdle and lower limb,Injury to nerves and spinal cord (950-957),injury and poisoning
957,Injury to other and unspecified nerves,Injury to nerves and spinal cord (950-957),injury and poisoning
958,Certain early complications of trauma,Certain traumatic complications and unspecified injuries (958-959),injury and poisoning
959,"Injury, other and unspecified",Certain traumatic complications and unspecified injuries (958-959),injury and poisoning
960,Poisoning by antibiotics,"Poisoning by drugs, medicinals and biological substances (960-979)",injury and poisoning
961,Poisoning by other anti-infectives,"Poisoning by drugs, medicinals and biological substances (960-979)",injury and poisoning
962,Poisoning by hormones and synthetic substitutes,"Poisoning by drugs, medicinals and biological substances (960-979)",injury and poisoning
963,Poisoning by primarily systemic agents,"Poisoning by drugs, medicinals and biological substances (960-979)",injury and poisoning
964,Poisoning by agents primarily affecting blood constituents,"Poisoning by drugs, medicinals and biological substances (960-979)",injury and poisoning
965,"Poisoning by analgesics, antipyretics, and antirheumatics","Poisoning by drugs, medicinals and biological substances (960-979)",injury and poisoning
966,Poisoning by anticonvulsants and anti-Parkinsonism drugs,"Poisoning by drugs, medicinals and biological substances (960-979)",injury and poisoning
967,Poisoning by sedatives and hypnotics,"Poisoning by drugs, medicinals and biological substances (960-979)",injury and poisoning
968,Poisoning by other central nervous system depressants and anesthetics,"Poisoning by drugs, medicinals and biological substances (960-979)",injury and poisoning
969,Poisoning by psychotropic agents,"Poisoning by drugs, medicinals and biological substances (960-979)",injury and poisoning
970,Poisoning by central nervous system stimulants,"Poisoning by drugs, medicinals and biological substances (960-979)",injury and poisoning
971,Poisoning by drugs primarily affecting the autonomic nervous system,"Poisoning by drugs, medicinals and biological substances (960-979)",injury and poisoning
972,Poisoning by agents primarily affecting the cardiovascular system,"Poisoning by drugs, medicinals and biological substances (960-979)",injury and poisoning
973,Poisoning by agents primarily affecting the gastrointestinal system,"Poisoning by drugs, medicinals and biological substances (960-979)",injury and poisoning
974,"Poisoning by water, mineral, and uric acid metabolism drugs","Poisoning by drugs, medicinals and biological substances (960-979)",injury and poisoning
975,Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system,"Poisoning by drugs, medicinals and biological substances (960-979)",injury and poisoning
976,"Poisoning by agents primarily affecting skin and mucous membrane, ophthalmological, otorhinolaryngological, and dental drugs","Poisoning by drugs, medicinals and biological substances (960-979)",injury and poisoning
977,Poisoning by other and unspecified drugs and medicinals,"Poisoning by drugs, medicinals and biological substances (960-979)",injury and poisoning
978,Poisoning by bacterial vaccines,"Poisoning by drugs, medicinals and biological substances (960-979)",injury and poisoning
979,Poisoning by other vaccines and biological substances,"Poisoning by drugs, medicinals and biological substances (960-979)",injury and poisoning
980,Toxic effect of alcohol,Toxic effects of substances chiefly nonmedicinal as to source (980-989),injury and poisoning
981,Toxic effect of petroleum products,Toxic effects of substances chiefly nonmedicinal as to source (980-989),injury and poisoning
982,Toxic effect of solvents other than petroleum-based,Toxic effects of substances chiefly nonmedicinal as to source (980-989),injury and poisoning
983,"Toxic effect of corrosive aromatics, acids, and caustic alkalis",Toxic effects of substances chiefly nonmedicinal as to source (980-989),injury and poisoning
984,Toxic effect of lead and its compounds (including fumes),Toxic effects of substances chiefly nonmedicinal as to source (980-989),injury and poisoning
985,Toxic effect of other metals,Toxic effects of substances chiefly nonmedicinal as to source (980-989),injury and poisoning
986,Toxic effect of carbon monoxide,Toxic effects of substances chiefly nonmedicinal as to source (980-989),injury and poisoning
987,"Toxic effect of other gases, fumes, or vapors",Toxic effects of substances chiefly nonmedicinal as to source (980-989),injury and poisoning
988,Toxic effect of noxious substances eaten as food,Toxic effects of substances chiefly nonmedicinal as to source (980-989),injury and poisoning
989,"Toxic effect of other substances, chiefly nonmedicinal as to source",Toxic effects of substances chiefly nonmedicinal as to source (980-989),injury and poisoning
990,"Effects of radiation, unspecified",Other and unspecified effects of external causes (990-995),injury and poisoning
991,Effects of reduced temperature,Other and unspecified effects of external causes (990-995),injury and poisoning
992,Effects of heat and light,Other and unspecified effects of external causes (990-995),injury and poisoning
993,Effects of air pressure,Other and unspecified effects of external causes (990-995),injury and poisoning
994,Effects of other external causes,Other and unspecified effects of external causes (990-995),injury and poisoning
995,"Certain adverse effects, not elsewhere classified",Other and unspecified effects of external causes (990-995),injury and poisoning
996,Complications peculiar to certain specified procedures,"Complications of surgical and medical care, not elsewhere classified (996-999)",injury and poisoning
997,"Complications affecting specified body systems, not elsewhere classified","Complications of surgical and medical care, not elsewhere classified (996-999)",injury and poisoning
998,"Other complications of procedures, not elsewhere classified","Complications of surgical and medical care, not elsewhere classified (996-999)",injury and poisoning
999,"Complications of medical care, not elsewhere classified","Complications of surgical and medical care, not elsewhere classified (996-999)",injury and poisoning
V01,Contact with or exposure to communicable diseases,Persons with potential health hazards related to communicable diseases (V01-V09),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V02,Carrier or suspected carrier of infectious diseases,Persons with potential health hazards related to communicable diseases (V01-V09),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V03,Need for prophylactic vaccination and inoculation against bacterial diseases,Persons with potential health hazards related to communicable diseases (V01-V09),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V04,Need for prophylactic vaccination and inoculation against certain viral diseases,Persons with potential health hazards related to communicable diseases (V01-V09),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V05,Need for other prophylactic vaccination and inoculation against single diseases,Persons with potential health hazards related to communicable diseases (V01-V09),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V06,Need for prophylactic vaccination and inoculation against combinations of diseases,Persons with potential health hazards related to communicable diseases (V01-V09),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V07,Need for isolation and other prophylactic measures,Persons with potential health hazards related to communicable diseases (V01-V09),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V08,Asymptomatic human immunodeficiency virus [HIV] infection status,Persons with potential health hazards related to communicable diseases (V01-V09),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V09,Infection with drug-resistant microorganisms,Persons with potential health hazards related to communicable diseases (V01-V09),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V10,Personal history of malignant neoplasm,Persons with potential health hazards related to personal and family history (V10-V19),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V11,Personal history of mental disorder,Persons with potential health hazards related to personal and family history (V10-V19),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V12,Personal history of certain other diseases,Persons with potential health hazards related to personal and family history (V10-V19),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V13,Personal history of other diseases,Persons with potential health hazards related to personal and family history (V10-V19),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V14,Personal history of allergy to medicinal agents,Persons with potential health hazards related to personal and family history (V10-V19),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V15,Other personal history presenting hazards to health,Persons with potential health hazards related to personal and family history (V10-V19),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V16,Family history of malignant neoplasm,Persons with potential health hazards related to personal and family history (V10-V19),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V17,Family history of certain chronic disabling diseases,Persons with potential health hazards related to personal and family history (V10-V19),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V18,Family history of certain other specific conditions,Persons with potential health hazards related to personal and family history (V10-V19),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V19,Family history of other conditions,Persons with potential health hazards related to personal and family history (V10-V19),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V20,Health supervision of infant or child,Persons encountering health services in circumstances related to reproduction and development (V20-V29),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V21,Constitutional states in development,Persons encountering health services in circumstances related to reproduction and development (V20-V29),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V22,Normal pregnancy,Persons encountering health services in circumstances related to reproduction and development (V20-V29),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V23,Supervision of high-risk pregnancy,Persons encountering health services in circumstances related to reproduction and development (V20-V29),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V24,Postpartum care and examination,Persons encountering health services in circumstances related to reproduction and development (V20-V29),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V25,Encounter for contraceptive management,Persons encountering health services in circumstances related to reproduction and development (V20-V29),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V26,Procreative management,Persons encountering health services in circumstances related to reproduction and development (V20-V29),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V27,Outcome of delivery,Persons encountering health services in circumstances related to reproduction and development (V20-V29),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V28,Antenatal screening,Persons encountering health services in circumstances related to reproduction and development (V20-V29),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V29,Observation and evaluation of newborns and infants for suspected condition not found,Persons encountering health services in circumstances related to reproduction and development (V20-V29),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V30,Single liveborn,Liveborn infants according to type of birth (V30-V39),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V31,"Twin, mate liveborn",Liveborn infants according to type of birth (V30-V39),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V32,"Twin, mate stillborn",Liveborn infants according to type of birth (V30-V39),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V33,"Twin, unspecified",Liveborn infants according to type of birth (V30-V39),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V34,"Other multiple, mates all liveborn",Liveborn infants according to type of birth (V30-V39),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V35,"Other multiple, mates all stillborn",Liveborn infants according to type of birth (V30-V39),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V36,"Other multiple, mates live- and stillborn",Liveborn infants according to type of birth (V30-V39),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V37,"Other multiple, unspecified",Liveborn infants according to type of birth (V30-V39),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V39,Unspecified,Liveborn infants according to type of birth (V30-V39),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V40,Mental and behavioral problems,Persons with a condition influencing their health status (V40-V49),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V41,Problems with special senses and other special functions,Persons with a condition influencing their health status (V40-V49),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V42,Organ or tissue replaced by transplant,Persons with a condition influencing their health status (V40-V49),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V43,Organ or tissue replaced by other means,Persons with a condition influencing their health status (V40-V49),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V44,Artificial opening status,Persons with a condition influencing their health status (V40-V49),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V45,Other postsurgical states,Persons with a condition influencing their health status (V40-V49),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V46,Other dependence on machines,Persons with a condition influencing their health status (V40-V49),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V47,Other problems with internal organs,Persons with a condition influencing their health status (V40-V49),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V48,"Problems with head, neck, and trunk",Persons with a condition influencing their health status (V40-V49),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V49,Problems with limbs and other problems,Persons with a condition influencing their health status (V40-V49),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V50,Elective surgery for purposes other than remedying health states,Persons encountering health services for specific procedures and aftercare (V50-V59),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V51,Aftercare involving the use of plastic surgery,Persons encountering health services for specific procedures and aftercare (V50-V59),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V52,Fitting and adjustment of prosthetic device,Persons encountering health services for specific procedures and aftercare (V50-V59),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V53,Fitting and adjustment of other device,Persons encountering health services for specific procedures and aftercare (V50-V59),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V54,Other orthopedic aftercare,Persons encountering health services for specific procedures and aftercare (V50-V59),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V55,Attention to artificial openings,Persons encountering health services for specific procedures and aftercare (V50-V59),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V56,Encounter for dialysis and dialysis catheter care,Persons encountering health services for specific procedures and aftercare (V50-V59),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V57,Care involving use of rehabilitation procedures,Persons encountering health services for specific procedures and aftercare (V50-V59),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V58,Other and unspecified aftercare,Persons encountering health services for specific procedures and aftercare (V50-V59),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V59,Donors,Persons encountering health services for specific procedures and aftercare (V50-V59),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V60,"Housing, household, and economic circumstances",Persons encountering health services in other circumstances (V60-V69),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V61,Other family circumstances,Persons encountering health services in other circumstances (V60-V69),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V62,Other psychosocial circumstances,Persons encountering health services in other circumstances (V60-V69),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V63,Unavailability of other medical facilities for care,Persons encountering health services in other circumstances (V60-V69),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V64,"Persons encountering health services for specific procedures, not carried out",Persons encountering health services in other circumstances (V60-V69),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V65,Other persons seeking consultation without complaint or sickness,Persons encountering health services in other circumstances (V60-V69),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V66,Convalescence and palliative care,Persons encountering health services in other circumstances (V60-V69),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V67,Follow-up examination,Persons encountering health services in other circumstances (V60-V69),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V68,Encounters for administrative purposes,Persons encountering health services in other circumstances (V60-V69),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V69,Problems related to lifestyle,Persons encountering health services in other circumstances (V60-V69),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V70,General medical examination,Persons without reported diagnosis encountered during examination and investigation of individuals and populations (V70-V82),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V71,Observation and evaluation for suspected conditions,Persons without reported diagnosis encountered during examination and investigation of individuals and populations (V70-V82),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V72,Special investigations and examinations,Persons without reported diagnosis encountered during examination and investigation of individuals and populations (V70-V82),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V73,Special screening examination for viral and chlamydial diseases,Persons without reported diagnosis encountered during examination and investigation of individuals and populations (V70-V82),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V74,Special screening examination for bacterial and spirochetal diseases,Persons without reported diagnosis encountered during examination and investigation of individuals and populations (V70-V82),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V75,Special screening examination for other infectious diseases,Persons without reported diagnosis encountered during examination and investigation of individuals and populations (V70-V82),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V76,Special screening for malignant neoplasms,Persons without reported diagnosis encountered during examination and investigation of individuals and populations (V70-V82),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V77,"Special screening for endocrine, nutritional, metabolic, and immunity disorders",Persons without reported diagnosis encountered during examination and investigation of individuals and populations (V70-V82),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V78,Special screening for disorders of blood and blood-forming organs,Persons without reported diagnosis encountered during examination and investigation of individuals and populations (V70-V82),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V79,Special screening for mental disorders and developmental handicaps,Persons without reported diagnosis encountered during examination and investigation of individuals and populations (V70-V82),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V80,"Special screening for neurological, eye, and ear diseases",Persons without reported diagnosis encountered during examination and investigation of individuals and populations (V70-V82),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V81,"Special screening for cardiovascular, respiratory, and genitourinary diseases",Persons without reported diagnosis encountered during examination and investigation of individuals and populations (V70-V82),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V82,Special screening for other conditions,Persons without reported diagnosis encountered during examination and investigation of individuals and populations (V70-V82),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V83,Genetic carrier status,Genetics (V83-V84),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V84,Genetic susceptibility to malignant neoplasm,Genetics (V83-V84),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V85,Body mass index,Body mass index (V85),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V86,Estrogen receptor status,Estrogen receptor status (V86),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V87,Other specified personal exposures and history presenting hazards to health,Other specified personal exposures and history presenting hazards to health (V87),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V88,Acquired absence of other organs and tissue,Acquired absence of other organs and tissue (V88),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V89,Other suspected conditions not found,Other suspected conditions not found (V89),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V90,Retained foreign body,Retained foreign body (V90),supplementary classification of factors influencing health status and contact with health services (v01-v86)
V91,Multiple gestation placenta status,Multiple gestation placenta status (V91),supplementary classification of factors influencing health status and contact with health services (v01-v86)
E000,External cause status,External Cause Status (E000),supplementary classification of external causes of injury and poisoning (e000-e899)
E001,Activities involving walking and running,Activity (E001-E030),supplementary classification of external causes of injury and poisoning (e000-e899)
E002,Activities involving water and water craft,Activity (E001-E030),supplementary classification of external causes of injury and poisoning (e000-e899)
E003,Activities involving ice and snow,Activity (E001-E030),supplementary classification of external causes of injury and poisoning (e000-e899)
E004,"Activities involving climbing, rappelling, and jumping off",Activity (E001-E030),supplementary classification of external causes of injury and poisoning (e000-e899)
E005 ,Activities involving dancing and other rhythmic movement,Activity (E001-E030),supplementary classification of external causes of injury and poisoning (e000-e899)
E006,Activities involving other sports and athletics played individually,Activity (E001-E030),supplementary classification of external causes of injury and poisoning (e000-e899)
E007,Activities involving other sports and athletics played as a team or group,Activity (E001-E030),supplementary classification of external causes of injury and poisoning (e000-e899)
E008,Activities involving other specified sports and athletics,Activity (E001-E030),supplementary classification of external causes of injury and poisoning (e000-e899)
E009,Activity involving other cardiorespiratory exercise,Activity (E001-E030),supplementary classification of external causes of injury and poisoning (e000-e899)
E010,Activity involving other muscle strengthening exercises,Activity (E001-E030),supplementary classification of external causes of injury and poisoning (e000-e899)
E011,Activities involving computer technology and electronic devices,Activity (E001-E030),supplementary classification of external causes of injury and poisoning (e000-e899)
E012,Activities involving arts and handcrafts,Activity (E001-E030),supplementary classification of external causes of injury and poisoning (e000-e899)
E013 ,Activities involving personal hygiene and household maintenance,Activity (E001-E030),supplementary classification of external causes of injury and poisoning (e000-e899)
E014,Activities involving person providing caregiving,Activity (E001-E030),supplementary classification of external causes of injury and poisoning (e000-e899)
E015,"Activities involving food preparation, cooking and grilling",Activity (E001-E030),supplementary classification of external causes of injury and poisoning (e000-e899)
E016 ,"Activities involving property and land maintenance, building and construction",Activity (E001-E030),supplementary classification of external causes of injury and poisoning (e000-e899)
E017,Activities involving roller coasters and other types of external motion,Activity (E001-E030),supplementary classification of external causes of injury and poisoning (e000-e899)
E018,Activities involving playing musical instrument,Activity (E001-E030),supplementary classification of external causes of injury and poisoning (e000-e899)
E019,Activities involving animal care,Activity (E001-E030),supplementary classification of external causes of injury and poisoning (e000-e899)
E029,Other activity,Activity (E001-E030),supplementary classification of external causes of injury and poisoning (e000-e899)
E030,Unspecified activity,Activity (E001-E030),supplementary classification of external causes of injury and poisoning (e000-e899)
E800,Railway accident involving collision with rolling stock,Railway accidents (E800-E807),supplementary classification of external causes of injury and poisoning (e000-e899)
E801,Railway accident involving collision with other object,Railway accidents (E800-E807),supplementary classification of external causes of injury and poisoning (e000-e899)
E802,Railway accident involving derailment without antecedent collision,Railway accidents (E800-E807),supplementary classification of external causes of injury and poisoning (e000-e899)
E803,"Railway accident involving explosion, fire, or burning",Railway accidents (E800-E807),supplementary classification of external causes of injury and poisoning (e000-e899)
E804,"Fall in, on, or from railway train",Railway accidents (E800-E807),supplementary classification of external causes of injury and poisoning (e000-e899)
E805,Hit by rolling stock,Railway accidents (E800-E807),supplementary classification of external causes of injury and poisoning (e000-e899)
E806,Other specified railway accident,Railway accidents (E800-E807),supplementary classification of external causes of injury and poisoning (e000-e899)
E807,Railway accident of unspecified nature,Railway accidents (E800-E807),supplementary classification of external causes of injury and poisoning (e000-e899)
E810,Motor vehicle traffic accident involving collision with train,Motor vehicle traffic accidents (E810-E819),supplementary classification of external causes of injury and poisoning (e000-e899)
E811,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle,Motor vehicle traffic accidents (E810-E819),supplementary classification of external causes of injury and poisoning (e000-e899)
E812,Other motor vehicle traffic accident involving collision with another motor vehicle,Motor vehicle traffic accidents (E810-E819),supplementary classification of external causes of injury and poisoning (e000-e899)
E813,Motor vehicle traffic accident involving collision with other vehicle,Motor vehicle traffic accidents (E810-E819),supplementary classification of external causes of injury and poisoning (e000-e899)
E814,Motor vehicle traffic accident involving collision with pedestrian,Motor vehicle traffic accidents (E810-E819),supplementary classification of external causes of injury and poisoning (e000-e899)
E815,Other motor vehicle traffic accident involving collision on the highway,Motor vehicle traffic accidents (E810-E819),supplementary classification of external causes of injury and poisoning (e000-e899)
E816,"Motor vehicle traffic accident due to loss of control, without collision on the highway",Motor vehicle traffic accidents (E810-E819),supplementary classification of external causes of injury and poisoning (e000-e899)
E817,Noncollision motor vehicle traffic accident while boarding or alighting,Motor vehicle traffic accidents (E810-E819),supplementary classification of external causes of injury and poisoning (e000-e899)
E818,Other noncollision motor vehicle traffic accident,Motor vehicle traffic accidents (E810-E819),supplementary classification of external causes of injury and poisoning (e000-e899)
E819,Motor vehicle traffic accident of unspecified nature,Motor vehicle traffic accidents (E810-E819),supplementary classification of external causes of injury and poisoning (e000-e899)
E820,Nontraffic accident involving motor-driven snow vehicle,Motor vehicle nontraffic accidents (E820-E825),supplementary classification of external causes of injury and poisoning (e000-e899)
E821,Nontraffic accident involving other off-road motor vehicle,Motor vehicle nontraffic accidents (E820-E825),supplementary classification of external causes of injury and poisoning (e000-e899)
E822,Other motor vehicle nontraffic accident involving collision with moving object,Motor vehicle nontraffic accidents (E820-E825),supplementary classification of external causes of injury and poisoning (e000-e899)
E823,Other motor vehicle nontraffic accident involving collision with stationary object,Motor vehicle nontraffic accidents (E820-E825),supplementary classification of external causes of injury and poisoning (e000-e899)
E824,Other motor vehicle nontraffic accident while boarding and alighting,Motor vehicle nontraffic accidents (E820-E825),supplementary classification of external causes of injury and poisoning (e000-e899)
E825,Other motor vehicle nontraffic accident of other and unspecified nature,Motor vehicle nontraffic accidents (E820-E825),supplementary classification of external causes of injury and poisoning (e000-e899)
E826,Pedal cycle accident,Other road vehicle accidents (E826-E829),supplementary classification of external causes of injury and poisoning (e000-e899)
E827,Animal-drawn vehicle accident,Other road vehicle accidents (E826-E829),supplementary classification of external causes of injury and poisoning (e000-e899)
E828,Accident involving animal being ridden,Other road vehicle accidents (E826-E829),supplementary classification of external causes of injury and poisoning (e000-e899)
E829,Other road vehicle accidents,Other road vehicle accidents (E826-E829),supplementary classification of external causes of injury and poisoning (e000-e899)
E830,Accident to watercraft causing submersion,Water transport accidents (E830-E838),supplementary classification of external causes of injury and poisoning (e000-e899)
E831,Accident to watercraft causing other injury,Water transport accidents (E830-E838),supplementary classification of external causes of injury and poisoning (e000-e899)
E832,Other accidental submersion or drowning in water transport accident,Water transport accidents (E830-E838),supplementary classification of external causes of injury and poisoning (e000-e899)
E833,Fall on stairs or ladders in water transport,Water transport accidents (E830-E838),supplementary classification of external causes of injury and poisoning (e000-e899)
E834,Other fall from one level to another in water transport,Water transport accidents (E830-E838),supplementary classification of external causes of injury and poisoning (e000-e899)
E835,Other and unspecified fall in water transport,Water transport accidents (E830-E838),supplementary classification of external causes of injury and poisoning (e000-e899)
E836,Machinery accident in water transport,Water transport accidents (E830-E838),supplementary classification of external causes of injury and poisoning (e000-e899)
E837,"Explosion, fire, or burning in watercraft",Water transport accidents (E830-E838),supplementary classification of external causes of injury and poisoning (e000-e899)
E838,Other and unspecified water transport accident,Water transport accidents (E830-E838),supplementary classification of external causes of injury and poisoning (e000-e899)
E840,Accident to powered aircraft at takeoff or landing,Air and space transport accidents (E840-E845),supplementary classification of external causes of injury and poisoning (e000-e899)
E841,"Accident to powered aircraft, other and unspecified",Air and space transport accidents (E840-E845),supplementary classification of external causes of injury and poisoning (e000-e899)
E842,Accident to unpowered aircraft,Air and space transport accidents (E840-E845),supplementary classification of external causes of injury and poisoning (e000-e899)
E843,"Fall in, on, or from aircraft",Air and space transport accidents (E840-E845),supplementary classification of external causes of injury and poisoning (e000-e899)
E844,Other specified air transport accidents,Air and space transport accidents (E840-E845),supplementary classification of external causes of injury and poisoning (e000-e899)
E845,Accident involving spacecraft,Air and space transport accidents (E840-E845),supplementary classification of external causes of injury and poisoning (e000-e899)
E846,Accidents involving powered vehicles used solely within the buildings and premises of an industrial or commercial establishment,"Vehicle accidents, not elsewhere classifiable (E846-E849)",supplementary classification of external causes of injury and poisoning (e000-e899)
E847,Accidents involving cable cars not running on rails,"Vehicle accidents, not elsewhere classifiable (E846-E849)",supplementary classification of external causes of injury and poisoning (e000-e899)
E848,"Accidents involving other vehicles, not elsewhere classifiable","Vehicle accidents, not elsewhere classifiable (E846-E849)",supplementary classification of external causes of injury and poisoning (e000-e899)
E849,Place of occurrence,"Vehicle accidents, not elsewhere classifiable (E846-E849)",supplementary classification of external causes of injury and poisoning (e000-e899)
E850,"Accidental poisoning by analgesics, antipyretics, and antirheumatics","Accidental poisoning by drugs, medicinal substances, and biologicals (E850-E858)",supplementary classification of external causes of injury and poisoning (e000-e899)
E851,Accidental-poisoning by barbiturates,"Accidental poisoning by drugs, medicinal substances, and biologicals (E850-E858)",supplementary classification of external causes of injury and poisoning (e000-e899)
E852,Accidental poisoning by other sedatives and hypnotics,"Accidental poisoning by drugs, medicinal substances, and biologicals (E850-E858)",supplementary classification of external causes of injury and poisoning (e000-e899)
E853,Accidental poisoning by tranquilizers,"Accidental poisoning by drugs, medicinal substances, and biologicals (E850-E858)",supplementary classification of external causes of injury and poisoning (e000-e899)
E854,Accidental poisoning by other psychotropic agents,"Accidental poisoning by drugs, medicinal substances, and biologicals (E850-E858)",supplementary classification of external causes of injury and poisoning (e000-e899)
E855,Accidental poisoning by other drugs acting on central and autonomic nervous systems,"Accidental poisoning by drugs, medicinal substances, and biologicals (E850-E858)",supplementary classification of external causes of injury and poisoning (e000-e899)
