cortellis_condition,icd9,icd9_category,icd9_sub_chapter,icd9_chapter,malignant_not_specified
non alcoholic fatty liver disease,571,Chronic liver disease and cirrhosis,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
non segmental vitiligo,571,Chronic liver disease and cirrhosis,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
alcoholic fatty liver disease,571,Chronic liver disease and cirrhosis,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
alcoholic liver cirrhosis,571,Chronic liver disease and cirrhosis,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
compensated liver cirrhosis,571,Chronic liver disease and cirrhosis,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
alcoholic liver disease,571,Chronic liver disease and cirrhosis,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
hepatorenal syndrome,572,Liver abscess and sequelae of chronic liver disease,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
hepatic encephalopathy,572,Liver abscess and sequelae of chronic liver disease,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
liver abscess,572,Liver abscess and sequelae of chronic liver disease,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
amoebic liver abscess,572,Liver abscess and sequelae of chronic liver disease,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
portal hypertension,572,Liver abscess and sequelae of chronic liver disease,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
hepatitis,573,Other disorders of liver,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
hepatobiliary disease,573,Other disorders of liver,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
rna virus infection,573,Other disorders of liver,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
nausea drug-induced,573,Other disorders of liver,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
venous occlusive disease,573,Other disorders of liver,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
hepatic insufficiency,573,Other disorders of liver,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
gallstones,574,Cholelithiasis,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
cholangitis,574,Cholelithiasis,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
cholelithiasis,574,Cholelithiasis,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
gallbladder disease,575,Other disorders of gallbladder,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
cholecystitis,575,Other disorders of gallbladder,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
biliary tract disease,576,Other disorders of biliary tract,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
cholestasis,576,Other disorders of biliary tract,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
primary sclerosing cholangitis,576,Other disorders of biliary tract,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
pancreas disease,577,Diseases of pancreas,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
pancreatitis,577,Diseases of pancreas,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
exocrine pancreatic insufficiency,577,Diseases of pancreas,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
necrotizing acute pancreatitis,577,Diseases of pancreas,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
gastrointestinal bleeding,578,Gastrointestinal hemorrhage,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
steatorrhea,579,Intestinal malabsorption,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
short bowel syndrome,579,Intestinal malabsorption,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
celiac disease,579,Intestinal malabsorption,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
fat malabsorption,579,Intestinal malabsorption,Other Diseases Of Digestive System,Diseases Of The Digestive System,0
genitourinary disease,580,Acute glomerulonephritis,"Nephritis, Nephrotic Syndrome, And Nephrosis",Diseases Of The Genitourinary System,0
glomerular disease,581,Nephrotic syndrome,"Nephritis, Nephrotic Syndrome, And Nephrosis",Diseases Of The Genitourinary System,0
nephrotic syndrome,581,Nephrotic syndrome,"Nephritis, Nephrotic Syndrome, And Nephrosis",Diseases Of The Genitourinary System,0
focal segmental glomerulosclerosis,581,Nephrotic syndrome,"Nephritis, Nephrotic Syndrome, And Nephrosis",Diseases Of The Genitourinary System,0
membranoproliferative glomerulonephritis,581,Nephrotic syndrome,"Nephritis, Nephrotic Syndrome, And Nephrosis",Diseases Of The Genitourinary System,0
membranous glomerulonephritis,582,Chronic glomerulonephritis,"Nephritis, Nephrotic Syndrome, And Nephrosis",Diseases Of The Genitourinary System,0
diabetic nephropathy,583,"Nephritis and nephropathy, not specified as acute or chronic","Nephritis, Nephrotic Syndrome, And Nephrosis",Diseases Of The Genitourinary System,0
glomerulonephritis,583,"Nephritis and nephropathy, not specified as acute or chronic","Nephritis, Nephrotic Syndrome, And Nephrosis",Diseases Of The Genitourinary System,0
nephritis,583,"Nephritis and nephropathy, not specified as acute or chronic","Nephritis, Nephrotic Syndrome, And Nephrosis",Diseases Of The Genitourinary System,0
nephrotoxicity,583,"Nephritis and nephropathy, not specified as acute or chronic","Nephritis, Nephrotic Syndrome, And Nephrosis",Diseases Of The Genitourinary System,0
lupus nephritis,583,"Nephritis and nephropathy, not specified as acute or chronic","Nephritis, Nephrotic Syndrome, And Nephrosis",Diseases Of The Genitourinary System,0
iga nephropathy,583,"Nephritis and nephropathy, not specified as acute or chronic","Nephritis, Nephrotic Syndrome, And Nephrosis",Diseases Of The Genitourinary System,0
immune complex disease,583,"Nephritis and nephropathy, not specified as acute or chronic","Nephritis, Nephrotic Syndrome, And Nephrosis",Diseases Of The Genitourinary System,0
renal failure,584,Acute kidney failure,"Nephritis, Nephrotic Syndrome, And Nephrosis",Diseases Of The Genitourinary System,0
end stage renal disease,585,Chronic kidney disease (CKD),"Nephritis, Nephrotic Syndrome, And Nephrosis",Diseases Of The Genitourinary System,0
renal injury,586,"Renal failure, unspecified","Nephritis, Nephrotic Syndrome, And Nephrosis",Diseases Of The Genitourinary System,0
renal fibrosis,587,"Renal sclerosis, unspecified","Nephritis, Nephrotic Syndrome, And Nephrosis",Diseases Of The Genitourinary System,0
diabetes insipidus,588,Disorders resulting from impaired renal function,"Nephritis, Nephrotic Syndrome, And Nephrosis",Diseases Of The Genitourinary System,0
secondary hyperparathyroidism,588,Disorders resulting from impaired renal function,"Nephritis, Nephrotic Syndrome, And Nephrosis",Diseases Of The Genitourinary System,0
nephrogenic diabetes insipidus,588,Disorders resulting from impaired renal function,"Nephritis, Nephrotic Syndrome, And Nephrosis",Diseases Of The Genitourinary System,0
cystinosis,588,Disorders resulting from impaired renal function,"Nephritis, Nephrotic Syndrome, And Nephrosis",Diseases Of The Genitourinary System,0
renal tubule disease,588,Disorders resulting from impaired renal function,"Nephritis, Nephrotic Syndrome, And Nephrosis",Diseases Of The Genitourinary System,0
renal osteodystrophy,588,Disorders resulting from impaired renal function,"Nephritis, Nephrotic Syndrome, And Nephrosis",Diseases Of The Genitourinary System,0
pyelonephritis,590,Infections of kidney,Other Diseases Of Urinary System,Diseases Of The Genitourinary System,0
urolithiasis,592,Calculus of kidney and ureter,Other Diseases Of Urinary System,Diseases Of The Genitourinary System,0
renal disease,593,Other disorders of kidney and ureter,Other Diseases Of Urinary System,Diseases Of The Genitourinary System,0
cystitis,595,Cystitis,Other Diseases Of Urinary System,Diseases Of The Genitourinary System,0
interstitial cystitis,595,Cystitis,Other Diseases Of Urinary System,Diseases Of The Genitourinary System,0
bladder pain,595,Cystitis,Other Diseases Of Urinary System,Diseases Of The Genitourinary System,0
bladder disease,596,Other disorders of bladder,Other Diseases Of Urinary System,Diseases Of The Genitourinary System,0
overactive bladder,596,Other disorders of bladder,Other Diseases Of Urinary System,Diseases Of The Genitourinary System,0
neurogenic bladder,596,Other disorders of bladder,Other Diseases Of Urinary System,Diseases Of The Genitourinary System,0
bacterial urinary tract infection,599,Other disorders of urethra and urinary tract,Other Diseases Of Urinary System,Diseases Of The Genitourinary System,0
fungal urinary tract infection,599,Other disorders of urethra and urinary tract,Other Diseases Of Urinary System,Diseases Of The Genitourinary System,0
complicated urinary tract infection,599,Other disorders of urethra and urinary tract,Other Diseases Of Urinary System,Diseases Of The Genitourinary System,0
prostate hyperplasia,600,Hyperplasia of prostate,Diseases Of Male Genital Organs,Diseases Of The Genitourinary System,0
urinary retention,600,Hyperplasia of prostate,Diseases Of Male Genital Organs,Diseases Of The Genitourinary System,0
hypertrophy,600,Hyperplasia of prostate,Diseases Of Male Genital Organs,Diseases Of The Genitourinary System,0
prostatitis,601,Inflammatory diseases of prostate,Diseases Of Male Genital Organs,Diseases Of The Genitourinary System,0
prostate disease,601,Inflammatory diseases of prostate,Diseases Of Male Genital Organs,Diseases Of The Genitourinary System,0
prostatic intraepithelial neoplasia,602,Other disorders of prostate,Diseases Of Male Genital Organs,Diseases Of The Genitourinary System,0
epididymitis,604,Orchitis and epididymitis,Diseases Of Male Genital Organs,Diseases Of The Genitourinary System,0
male infertility,606,"Infertility, male",Diseases Of Male Genital Organs,Diseases Of The Genitourinary System,0
male sexual dysfunction,607,Disorders of penis,Diseases Of Male Genital Organs,Diseases Of The Genitourinary System,0
balanitis,607,Disorders of penis,Diseases Of Male Genital Organs,Diseases Of The Genitourinary System,0
penile induration,607,Disorders of penis,Diseases Of Male Genital Organs,Diseases Of The Genitourinary System,0
priapism,607,Disorders of penis,Diseases Of Male Genital Organs,Diseases Of The Genitourinary System,0
atrophy,608,Other disorders of male genital organs,Diseases Of Male Genital Organs,Diseases Of The Genitourinary System,0
dyspareunia,608,Other disorders of male genital organs,Diseases Of Male Genital Organs,Diseases Of The Genitourinary System,0
reproductive disorder,608,Other disorders of male genital organs,Diseases Of Male Genital Organs,Diseases Of The Genitourinary System,0
fibrocystic breast disease,610,Benign mammary dysplasias,Disorders Of Breast,Diseases Of The Genitourinary System,0
breast disease,611,Other disorders of breast,Disorders Of Breast,Diseases Of The Genitourinary System,0
gynecomastia,611,Other disorders of breast,Disorders Of Breast,Diseases Of The Genitourinary System,0
mastalgia,611,Other disorders of breast,Disorders Of Breast,Diseases Of The Genitourinary System,0
necrosis,611,Other disorders of breast,Disorders Of Breast,Diseases Of The Genitourinary System,0
inflammatory disease,614,"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue, and peritoneum",Inflammatory Disease Of Female Pelvic Organs,Diseases Of The Genitourinary System,0
female genital tract inflammation,614,"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue, and peritoneum",Inflammatory Disease Of Female Pelvic Organs,Diseases Of The Genitourinary System,0
pelvic inflammatory disease,614,"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue, and peritoneum",Inflammatory Disease Of Female Pelvic Organs,Diseases Of The Genitourinary System,0
tissue adhesions,614,"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue, and peritoneum",Inflammatory Disease Of Female Pelvic Organs,Diseases Of The Genitourinary System,0
vaginitis,616,"Inflammatory disease of cervix, vagina, and vulva",Inflammatory Disease Of Female Pelvic Organs,Diseases Of The Genitourinary System,0
vulvovaginitis,616,"Inflammatory disease of cervix, vagina, and vulva",Inflammatory Disease Of Female Pelvic Organs,Diseases Of The Genitourinary System,0
vulva disease,616,"Inflammatory disease of cervix, vagina, and vulva",Inflammatory Disease Of Female Pelvic Organs,Diseases Of The Genitourinary System,0
bacterial vaginosis,616,"Inflammatory disease of cervix, vagina, and vulva",Inflammatory Disease Of Female Pelvic Organs,Diseases Of The Genitourinary System,0
cervix disease,616,"Inflammatory disease of cervix, vagina, and vulva",Inflammatory Disease Of Female Pelvic Organs,Diseases Of The Genitourinary System,0
bartholinitis,616,"Inflammatory disease of cervix, vagina, and vulva",Inflammatory Disease Of Female Pelvic Organs,Diseases Of The Genitourinary System,0
genital ulcer,616,"Inflammatory disease of cervix, vagina, and vulva",Inflammatory Disease Of Female Pelvic Organs,Diseases Of The Genitourinary System,0
endometriosis,617,Endometriosis,Other Disorders Of Female Genital Tract,Diseases Of The Genitourinary System,0
adenomyosis,617,Endometriosis,Other Disorders Of Female Genital Tract,Diseases Of The Genitourinary System,0
dysplasia,622,Noninflammatory disorders of cervix,Other Disorders Of Female Genital Tract,Diseases Of The Genitourinary System,0
cervical dysplasia,622,Noninflammatory disorders of cervix,Other Disorders Of Female Genital Tract,Diseases Of The Genitourinary System,0
cervix injury,622,Noninflammatory disorders of cervix,Other Disorders Of Female Genital Tract,Diseases Of The Genitourinary System,0
vulvar intraepithelial neoplasia,624,Noninflammatory disorders of vulva and perineum,Other Disorders Of Female Genital Tract,Diseases Of The Genitourinary System,0
dysmenorrhea,625,Pain and other symptoms associated with female genital organs,Other Disorders Of Female Genital Tract,Diseases Of The Genitourinary System,0
premenstrual syndrome,625,Pain and other symptoms associated with female genital organs,Other Disorders Of Female Genital Tract,Diseases Of The Genitourinary System,0
menstruation disorder,626,Disorders of menstruation and other abnormal bleeding from female genital tract,Other Disorders Of Female Genital Tract,Diseases Of The Genitourinary System,0
hypermenorrhea,626,Disorders of menstruation and other abnormal bleeding from female genital tract,Other Disorders Of Female Genital Tract,Diseases Of The Genitourinary System,0
uterine hemorrhage,626,Disorders of menstruation and other abnormal bleeding from female genital tract,Other Disorders Of Female Genital Tract,Diseases Of The Genitourinary System,0
metrorrhagia,626,Disorders of menstruation and other abnormal bleeding from female genital tract,Other Disorders Of Female Genital Tract,Diseases Of The Genitourinary System,0
menopause,627,Menopausal and postmenopausal disorders,Other Disorders Of Female Genital Tract,Diseases Of The Genitourinary System,0
menorrhagia,627,Menopausal and postmenopausal disorders,Other Disorders Of Female Genital Tract,Diseases Of The Genitourinary System,0
hot flashes,627,Menopausal and postmenopausal disorders,Other Disorders Of Female Genital Tract,Diseases Of The Genitourinary System,0
atrophic vaginitis,627,Menopausal and postmenopausal disorders,Other Disorders Of Female Genital Tract,Diseases Of The Genitourinary System,0
infertility,628,"Infertility, female",Other Disorders Of Female Genital Tract,Diseases Of The Genitourinary System,0
female infertility,628,"Infertility, female",Other Disorders Of Female Genital Tract,Diseases Of The Genitourinary System,0
anovulation,628,"Infertility, female",Other Disorders Of Female Genital Tract,Diseases Of The Genitourinary System,0
gynecological disorder,629,Other disorders of female genital organs,Other Disorders Of Female Genital Tract,Diseases Of The Genitourinary System,0
hematocele,629,Other disorders of female genital organs,Other Disorders Of Female Genital Tract,Diseases Of The Genitourinary System,0
biliary tract infection,631,Other abnormal product of conception,Ectopic And Molar Pregnancy,"Complications Of Pregnancy, Childbirth, And The Puerperium",0
uterus infection,631,Other abnormal product of conception,Ectopic And Molar Pregnancy,"Complications Of Pregnancy, Childbirth, And The Puerperium",0
ectopic pregnancy,633,Ectopic pregnancy,Ectopic And Molar Pregnancy,"Complications Of Pregnancy, Childbirth, And The Puerperium",0
spontaneous abortion,634,Spontaneous abortion,Other Pregnancy With Abortive Outcome,"Complications Of Pregnancy, Childbirth, And The Puerperium",0
polycystic ovary syndrome,634,Spontaneous abortion,Other Pregnancy With Abortive Outcome,"Complications Of Pregnancy, Childbirth, And The Puerperium",0
planned abortion,641,"Antepartum hemorrhage, abruptio placentae, and placenta previa",Complications Mainly Related To Pregnancy,"Complications Of Pregnancy, Childbirth, And The Puerperium",0
pre-eclampsia,642,"Hypertension complicating pregnancy, childbirth, and the puerperium",Complications Mainly Related To Pregnancy,"Complications Of Pregnancy, Childbirth, And The Puerperium",0
eclampsia,642,"Hypertension complicating pregnancy, childbirth, and the puerperium",Complications Mainly Related To Pregnancy,"Complications Of Pregnancy, Childbirth, And The Puerperium",0
hyperemesis gravidarum,643,Excessive vomiting in pregnancy,Complications Mainly Related To Pregnancy,"Complications Of Pregnancy, Childbirth, And The Puerperium",0
morning sickness,643,Excessive vomiting in pregnancy,Complications Mainly Related To Pregnancy,"Complications Of Pregnancy, Childbirth, And The Puerperium",0
premature labor,644,Early or threatened labor,Complications Mainly Related To Pregnancy,"Complications Of Pregnancy, Childbirth, And The Puerperium",0
trichomonas infection,646,"Other complications of pregnancy, not elsewhere classified",Complications Mainly Related To Pregnancy,"Complications Of Pregnancy, Childbirth, And The Puerperium",0
female genital tract infection,646,"Other complications of pregnancy, not elsewhere classified",Complications Mainly Related To Pregnancy,"Complications Of Pregnancy, Childbirth, And The Puerperium",0
cervix infection,646,"Other complications of pregnancy, not elsewhere classified",Complications Mainly Related To Pregnancy,"Complications Of Pregnancy, Childbirth, And The Puerperium",0
habitual abortion,646,"Other complications of pregnancy, not elsewhere classified",Complications Mainly Related To Pregnancy,"Complications Of Pregnancy, Childbirth, And The Puerperium",0
postnatal depression,648,"Other current conditions in the mother classifiable elsewhere, but complicating pregnancy, childbirth, or the puerperium",Complications Mainly Related To Pregnancy,"Complications Of Pregnancy, Childbirth, And The Puerperium",0
gestational diabetes,648,"Other current conditions in the mother classifiable elsewhere, but complicating pregnancy, childbirth, or the puerperium",Complications Mainly Related To Pregnancy,"Complications Of Pregnancy, Childbirth, And The Puerperium",0
uterine fibroids,654,Abnormality of organs and soft tissues of pelvis,"Normal Delivery, And Other Indications For Care In Pregnancy, Labor, And Delivery","Complications Of Pregnancy, Childbirth, And The Puerperium",0
charcot marie tooth disease,655,Known or suspected fetal abnormality affecting management of mother,"Normal Delivery, And Other Indications For Care In Pregnancy, Labor, And Delivery","Complications Of Pregnancy, Childbirth, And The Puerperium",0
fragile x syndrome,655,Known or suspected fetal abnormality affecting management of mother,"Normal Delivery, And Other Indications For Care In Pregnancy, Labor, And Delivery","Complications Of Pregnancy, Childbirth, And The Puerperium",0
turners syndrome,655,Known or suspected fetal abnormality affecting management of mother,"Normal Delivery, And Other Indications For Care In Pregnancy, Labor, And Delivery","Complications Of Pregnancy, Childbirth, And The Puerperium",0
obstetrics,665,Other obstetrical trauma,Complications Occurring Mainly In The Course Of Labor And Delivery,"Complications Of Pregnancy, Childbirth, And The Puerperium",0
labor complication,669,"Other complications of labor and delivery, not elsewhere classified",Complications Occurring Mainly In The Course Of Labor And Delivery,"Complications Of Pregnancy, Childbirth, And The Puerperium",0
phlebothrombosis,671,Venous complications in pregnancy and the puerperium,Complications Of The Puerperium,"Complications Of Pregnancy, Childbirth, And The Puerperium",0
lactation disorder,676,Other disorders of the breast associated with childbirth and disorders of lactation,Complications Of The Puerperium,"Complications Of Pregnancy, Childbirth, And The Puerperium",0
galactorrhea,676,Other disorders of the breast associated with childbirth and disorders of lactation,Complications Of The Puerperium,"Complications Of Pregnancy, Childbirth, And The Puerperium",0
complicated skin and skin structure infection,681,Cellulitis and abscess of finger and toe,Infections Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
entamoeba histolytica infection,682,Other cellulitis and abscess,Infections Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
cellulitis,682,Other cellulitis and abscess,Infections Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
abscess,682,Other cellulitis and abscess,Infections Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
impetigo,684,Impetigo,Infections Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
skin infection,686,Other local infections of skin and subcutaneous tissue,Infections Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
pyoderma gangrenosum,686,Other local infections of skin and subcutaneous tissue,Infections Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
seborrheic dermatitis,690,Erythematosquamous dermatosis,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
atopic dermatitis,691,Atopic dermatitis and related conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
dermatitis,692,Contact dermatitis and other eczema,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
eczema,692,Contact dermatitis and other eczema,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
sunburn,692,Contact dermatitis and other eczema,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
contact dermatitis,692,Contact dermatitis and other eczema,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
drug eruption,692,Contact dermatitis and other eczema,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
polymorphus light eruption,692,Contact dermatitis and other eczema,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
pemphigoid,694,Bullous dermatoses,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
pemphigus,694,Bullous dermatoses,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
usher syndrome i,694,Bullous dermatoses,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
erythema,695,Erythematous conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
rosacea,695,Erythematous conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
cutaneous lupus erythematosus,695,Erythematous conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
discoid lupus erythematosus,695,Erythematous conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
lupus erythematosus panniculitis,695,Erythematous conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
toxic epidermal necrolysis,695,Erythematous conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
erythema multiforme,695,Erythematous conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
stevens johnson syndrome,695,Erythematous conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
erythema nodosum leprae,695,Erythematous conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
psoriasis,696,Psoriasis and similar disorders,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
psoriatic arthritis,696,Psoriasis and similar disorders,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
pityriasis,696,Psoriasis and similar disorders,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
lichen,697,Lichen,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
pruritus,698,Pruritus and related conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
pregnancy disorder,698,Pruritus and related conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
prurigo,698,Pruritus and related conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
prurigo nodularis,698,Pruritus and related conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
scar tissue,701,Other hypertrophic and atrophic conditions of skin,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
skin atrophy,701,Other hypertrophic and atrophic conditions of skin,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
scleroderma,701,Other hypertrophic and atrophic conditions of skin,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
keratosis,702,Other dermatoses,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
seborrheic keratosis,702,Other dermatoses,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
dermatological disease,703,Diseases of nail,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
nail disease,703,Diseases of nail,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
alopecia,704,Diseases of hair and hair follicles,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
hirsutism,704,Diseases of hair and hair follicles,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
hair disease,704,Diseases of hair and hair follicles,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
alopecia drug-induced,704,Diseases of hair and hair follicles,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
folliculitis,704,Diseases of hair and hair follicles,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
alopecia areata,704,Diseases of hair and hair follicles,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
hidradenitis,705,Disorders of sweat glands,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
hidradenitis suppurativa,705,Disorders of sweat glands,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
acne,706,Diseases of sebaceous glands,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
sebaceous gland disease,706,Diseases of sebaceous glands,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
acne vulgaris,706,Diseases of sebaceous glands,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
skin ulcer,707,Chronic ulcer of skin,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
foot ulcer,707,Chronic ulcer of skin,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
decubitus ulcer,707,Chronic ulcer of skin,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
leg ulcer,707,Chronic ulcer of skin,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
urticaria,708,Urticaria,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
pigment disorder,709,Other disorders of skin and subcutaneous tissue,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
erythematosquamous skin disease,709,Other disorders of skin and subcutaneous tissue,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
granulomatosis,709,Other disorders of skin and subcutaneous tissue,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
papular skin disease,709,Other disorders of skin and subcutaneous tissue,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
hyperpigmentation,709,Other disorders of skin and subcutaneous tissue,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
melasma,709,Other disorders of skin and subcutaneous tissue,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,0
