cortellis_condition,icd9,icd9_category,icd9_sub_chapter,icd9_chapter,malignant_not_specified
cellulitis,682,Other cellulitis and abscess,Infections Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
abscess,682,Other cellulitis and abscess,Infections Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
impetigo,684,Impetigo,Infections Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
complicated skin and skin structure infection,686,Other local infections of skin and subcutaneous tissue,Infections Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
skin infection,686,Other local infections of skin and subcutaneous tissue,Infections Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
pyoderma gangrenosum,686,Other local infections of skin and subcutaneous tissue,Infections Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
granuloma,686,Other local infections of skin and subcutaneous tissue,Infections Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
ecthyma,686,Other local infections of skin and subcutaneous tissue,Infections Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
acrodermatitis,686,Other local infections of skin and subcutaneous tissue,Infections Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
seborrheic dermatitis,690,Erythematosquamous dermatosis,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
erythematosquamous skin disease,690,Erythematosquamous dermatosis,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
atopic dermatitis,691,Atopic dermatitis and related conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
dermatitis,692,Contact dermatitis and other eczema,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
eczema,692,Contact dermatitis and other eczema,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
sunburn,692,Contact dermatitis and other eczema,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
contact dermatitis,692,Contact dermatitis and other eczema,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
drug eruption,692,Contact dermatitis and other eczema,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
polymorphus light eruption,692,Contact dermatitis and other eczema,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
solar urticaria,692,Contact dermatitis and other eczema,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
skin photosensitivity disorder,692,Contact dermatitis and other eczema,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
usher syndrome ii,694,Bullous dermatoses,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
pemphigoid,694,Bullous dermatoses,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
pemphigus,694,Bullous dermatoses,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
usher syndrome i,694,Bullous dermatoses,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
usher syndrome,694,Bullous dermatoses,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
bullous skin disease,694,Bullous dermatoses,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
bullous pemphigoid,694,Bullous dermatoses,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
erythema,695,Erythematous conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
rosacea,695,Erythematous conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
cutaneous lupus erythematosus,695,Erythematous conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
discoid lupus erythematosus,695,Erythematous conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
lupus erythematosus panniculitis,695,Erythematous conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
toxic epidermal necrolysis,695,Erythematous conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
erythema multiforme,695,Erythematous conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
stevens johnson syndrome,695,Erythematous conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
erythema nodosum leprae,695,Erythematous conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
intertrigo,695,Erythematous conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
acral erythema,695,Erythematous conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
psoriasis,696,Psoriasis and similar disorders,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
psoriatic arthritis,696,Psoriasis and similar disorders,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
pityriasis,696,Psoriasis and similar disorders,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
parapsoriasis,696,Psoriasis and similar disorders,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
lichen,697,Lichen,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
pruritus,698,Pruritus and related conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
prurigo,698,Pruritus and related conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
prurigo nodularis,698,Pruritus and related conditions,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
hyperkeratosis,701,Other hypertrophic and atrophic conditions of skin,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
skin atrophy,701,Other hypertrophic and atrophic conditions of skin,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
scleroderma,701,Other hypertrophic and atrophic conditions of skin,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
mucinosis,701,Other hypertrophic and atrophic conditions of skin,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
keratoderma,701,Other hypertrophic and atrophic conditions of skin,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
hypertrophic skin disease,701,Other hypertrophic and atrophic conditions of skin,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
atrophic skin disease,701,Other hypertrophic and atrophic conditions of skin,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
keratosis,702,Other dermatoses,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
seborrheic keratosis,702,Other dermatoses,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
actinic keratosis,702,Other dermatoses,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
nail disease,703,Diseases of nail,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
onycholysis,703,Diseases of nail,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
alopecia,704,Diseases of hair and hair follicles,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
hirsutism,704,Diseases of hair and hair follicles,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
hair disease,704,Diseases of hair and hair follicles,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
alopecia drug-induced,704,Diseases of hair and hair follicles,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
folliculitis,704,Diseases of hair and hair follicles,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
alopecia areata,704,Diseases of hair and hair follicles,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
hypertrichosis,704,Diseases of hair and hair follicles,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
hidradenitis,705,Disorders of sweat glands,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
hidradenitis suppurativa,705,Disorders of sweat glands,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
sweat gland disease,705,Disorders of sweat glands,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
hypohidrosis,705,Disorders of sweat glands,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
anhidrosis,705,Disorders of sweat glands,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
acne,706,Diseases of sebaceous glands,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
sebaceous gland disease,706,Diseases of sebaceous glands,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
acne vulgaris,706,Diseases of sebaceous glands,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
xerosis,706,Diseases of sebaceous glands,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
keratin disease,706,Diseases of sebaceous glands,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
acne conglobata,706,Diseases of sebaceous glands,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
ulcer,707,Chronic ulcer of skin,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
skin ulcer,707,Chronic ulcer of skin,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
foot ulcer,707,Chronic ulcer of skin,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
decubitus ulcer,707,Chronic ulcer of skin,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
leg ulcer,707,Chronic ulcer of skin,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
urticaria,708,Urticaria,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
lentigo senilis,709,Other disorders of skin and subcutaneous tissue,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
vitiligo,709,Other disorders of skin and subcutaneous tissue,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
fibrosis,709,Other disorders of skin and subcutaneous tissue,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
non segmental vitiligo,709,Other disorders of skin and subcutaneous tissue,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
scar tissue,709,Other disorders of skin and subcutaneous tissue,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
dermatological disease,709,Other disorders of skin and subcutaneous tissue,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
pigment disorder,709,Other disorders of skin and subcutaneous tissue,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
granulomatosis,709,Other disorders of skin and subcutaneous tissue,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
papular skin disease,709,Other disorders of skin and subcutaneous tissue,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
hyperpigmentation,709,Other disorders of skin and subcutaneous tissue,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
melasma,709,Other disorders of skin and subcutaneous tissue,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
skin blood vessel disorder,709,Other disorders of skin and subcutaneous tissue,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
segmental vitiligo,709,Other disorders of skin and subcutaneous tissue,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
lentiginosis,709,Other disorders of skin and subcutaneous tissue,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
cutaneous vasculitis,709,Other disorders of skin and subcutaneous tissue,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
cicatrix,709,Other disorders of skin and subcutaneous tissue,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
bulla,709,Other disorders of skin and subcutaneous tissue,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of The Skin And Subcutaneous Tissue,
muckle wells syndrome,710,Diffuse diseases of connective tissue,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,
familial cold autoinflammatory syndrome,710,Diffuse diseases of connective tissue,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,
cinca syndrome,710,Diffuse diseases of connective tissue,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,
systemic lupus erythematosus,710,Diffuse diseases of connective tissue,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,
collagen disease,710,Diffuse diseases of connective tissue,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,
connective tissue disease,710,Diffuse diseases of connective tissue,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,
sjoegrens syndrome,710,Diffuse diseases of connective tissue,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,
dermatomyositis,710,Diffuse diseases of connective tissue,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,
polymyositis,710,Diffuse diseases of connective tissue,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,
nephrogenic fibrosing dermopathy,710,Diffuse diseases of connective tissue,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,
eosinophilia myalgia syndrome,710,Diffuse diseases of connective tissue,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,
connective tissue disease affecting the skin,710,Diffuse diseases of connective tissue,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,
infectious arthritis,711,Arthropathy associated with infections,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,
chondrocalcinosis,712,Crystal arthropathies,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,
arthritis,714,Rheumatoid arthritis and other inflammatory polyarthropathies,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,
rheumatoid arthritis,714,Rheumatoid arthritis and other inflammatory polyarthropathies,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,
juvenile rheumatoid arthritis,714,Rheumatoid arthritis and other inflammatory polyarthropathies,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,
felty syndrome,714,Rheumatoid arthritis and other inflammatory polyarthropathies,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,
adult onset stills disease,714,Rheumatoid arthritis and other inflammatory polyarthropathies,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,
osteoarthritis,715,Osteoarthrosis and allied disorders,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,
joint disease,715,Osteoarthrosis and allied disorders,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,
contracture,718,Other derangement of joint,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,
arthralgia,719,Other and unspecified disorders of joint,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,
joint infection,719,Other and unspecified disorders of joint,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,
pigmented villonodular synovitis,719,Other and unspecified disorders of joint,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,
joint injury,719,Other and unspecified disorders of joint,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,
periarticular joint disease,719,Other and unspecified disorders of joint,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,
ankylosing spondylitis,720,Ankylosing spondylitis and other inflammatory spondylopathies,Dorsopathies,Diseases Of The Musculoskeletal System And Connective Tissue,
spondylitis,720,Ankylosing spondylitis and other inflammatory spondylopathies,Dorsopathies,Diseases Of The Musculoskeletal System And Connective Tissue,
spondylarthritis,721,Spondylosis and allied disorders,Dorsopathies,Diseases Of The Musculoskeletal System And Connective Tissue,
hyperostosis,721,Spondylosis and allied disorders,Dorsopathies,Diseases Of The Musculoskeletal System And Connective Tissue,
degeneration,722,Intervertebral disc disorders,Dorsopathies,Diseases Of The Musculoskeletal System And Connective Tissue,
intervertebral disc disease,722,Intervertebral disc disorders,Dorsopathies,Diseases Of The Musculoskeletal System And Connective Tissue,
degenerative disc disease,722,Intervertebral disc disorders,Dorsopathies,Diseases Of The Musculoskeletal System And Connective Tissue,
torticollis,723,Other disorders of cervical region,Dorsopathies,Diseases Of The Musculoskeletal System And Connective Tissue,
sciatica,724,Other and unspecified disorders of back,Dorsopathies,Diseases Of The Musculoskeletal System And Connective Tissue,
spinal stenosis,724,Other and unspecified disorders of back,Dorsopathies,Diseases Of The Musculoskeletal System And Connective Tissue,
back pain,724,Other and unspecified disorders of back,Dorsopathies,Diseases Of The Musculoskeletal System And Connective Tissue,
lower back pain,724,Other and unspecified disorders of back,Dorsopathies,Diseases Of The Musculoskeletal System And Connective Tissue,
polymyalgia rheumatica,725,Polymyalgia rheumatica,"Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
periarthritis,726,Peripheral enthesopathies and allied syndromes,"Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
tendinitis,726,Peripheral enthesopathies and allied syndromes,"Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
epicondylitis,726,Peripheral enthesopathies and allied syndromes,"Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
lateral epicondylitis,726,Peripheral enthesopathies and allied syndromes,"Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
adhesive capsulitis,726,Peripheral enthesopathies and allied syndromes,"Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
osteophytosis,726,Peripheral enthesopathies and allied syndromes,"Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
medial epicondylitis,726,Peripheral enthesopathies and allied syndromes,"Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
tendon disease,727,"Other disorders of synovium, tendon, and bursa","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
bursitis,727,"Other disorders of synovium, tendon, and bursa","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
synovitis,727,"Other disorders of synovium, tendon, and bursa","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
tenosynovitis,727,"Other disorders of synovium, tendon, and bursa","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
tendon injury,727,"Other disorders of synovium, tendon, and bursa","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
giant cell bone tumor,727,"Other disorders of synovium, tendon, and bursa","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
atrophy,728,"Disorders of muscle, ligament, and fascia","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
muscle spasm,728,"Disorders of muscle, ligament, and fascia","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
muscle wasting disease,728,"Disorders of muscle, ligament, and fascia","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
muscle weakness,728,"Disorders of muscle, ligament, and fascia","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
muscle disease,728,"Disorders of muscle, ligament, and fascia","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
calcification,728,"Disorders of muscle, ligament, and fascia","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
myositis,728,"Disorders of muscle, ligament, and fascia","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
dupuytren contracture,728,"Disorders of muscle, ligament, and fascia","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
heterotopic ossification,728,"Disorders of muscle, ligament, and fascia","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
sarcopenia,728,"Disorders of muscle, ligament, and fascia","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
fibrodysplasia ossificans progressiva,728,"Disorders of muscle, ligament, and fascia","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
aggressive fibromatosis,728,"Disorders of muscle, ligament, and fascia","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
musculoskeletal disease,728,"Disorders of muscle, ligament, and fascia","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
rhabdomyolysis,728,"Disorders of muscle, ligament, and fascia","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
neuropathic pain,729,Other disorders of soft tissues,"Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
musculoskeletal system inflammation,729,Other disorders of soft tissues,"Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
myalgia,729,Other disorders of soft tissues,"Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
musculoskeletal pain,729,Other disorders of soft tissues,"Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
fibromyalgia,729,Other disorders of soft tissues,"Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
hematoma,729,Other disorders of soft tissues,"Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
neuritis,729,Other disorders of soft tissues,"Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
panniculitis,729,Other disorders of soft tissues,"Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,
bone and joint infection,730,"Osteomyelitis, periostitis, and other infections involving bone","Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
osteomyelitis,730,"Osteomyelitis, periostitis, and other infections involving bone","Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
bone infection,730,"Osteomyelitis, periostitis, and other infections involving bone","Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
osteitis,731,Osteitis deformans and osteopathies associated with other disorders classified elsewhere,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
pagets bone disease,731,Osteitis deformans and osteopathies associated with other disorders classified elsewhere,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
osteochondritis,732,Osteochondropathies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
legg calve perthes disease,732,Osteochondropathies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
necrosis,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
bone disease,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
osteoporosis,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
metabolic bone disease,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
cartilage disease,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
polychondritis,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
male osteoporosis,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
postmenopausal osteoporosis,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
ostealgia,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
osteonecrosis,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
osteopenia,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
bone cyst,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
bone resorption,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
