DrugID|Name|Code
6817|Antigonadotrophin-releasing hormones|H1C3
6815|ANTIVIRALS FOR SYSTEMIC USE|J5
6814|CARDIOVASCULAR SYSTEM|C
6814|ANTIHYPERTENSIVES|C2
6814|DIURETICS|C3
6811|PLATELET AGGREGATION INHIBITORS|B1C
6810|IMMUNOSTIMULATING AGENTS|L3
6808|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
6808|IMMUNOSUPPRESSIVE AGENTS|L4
6804|MIOTICS AND ANTIGLAUCOMA PREPARATIONS|S1E
6802|IMMUNOSUPPRESSIVE AGENTS|L4
6793|ANTI-ARRHYTHMICS|C1B
6791|WOUND HEALING AGENTS|D3
6785|NOOTROPICS|N6D
6784|ANTIVIRALS FOR SYSTEMIC USE|J5
6784|Interferons, alpha|L3B1
6779|MACROLIDES AND SIMILAR TYPES|J1F
6778|Protease inhibitors|J5C2
6777|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
6775|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
6774|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
6770|DIRECT THROMBIN INHIBITORS|B1E
6769|DIRECT THROMBIN INHIBITORS|B1E
6768|DIRECT THROMBIN INHIBITORS|B1E
6767|DIRECT THROMBIN INHIBITORS|B1E
6766|DIRECT THROMBIN INHIBITORS|B1E
6765|ANTIHYPERTENSIVES|C2
6764|ANTIHYPERTENSIVES|C2
6764|ANGIOTENSIN-II ANTAGONISTS, PLAIN|C9C
6763|ANTIHYPERTENSIVES|C2
6763|ANGIOTENSIN-II ANTAGONISTS, PLAIN|C9C
6762|CARDIOVASCULAR SYSTEM|C
6762|ANTIHYPERTENSIVES|C2
6761|CARDIOVASCULAR SYSTEM|C
6760|IMMUNOSUPPRESSIVE AGENTS|L4
6756|PLATELET AGGREGATION INHIBITORS|B1C
6756|Coxibs|M1A3
6755|DIRECT THROMBIN INHIBITORS|B1E
6752|CARDIOVASCULAR SYSTEM|C
6752|ANTIHYPERTENSIVES|C2
6752|ACE INHIBITORS, PLAIN|C9A
6747|ANTIVIRALS FOR SYSTEMIC USE|J5
6747|Nucleoside and nucleotide reverse transcriptase inhibitors|J5C1
6743|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
6741|ANTIVIRALS FOR SYSTEMIC USE|J5
6740|ANTIVIRALS FOR SYSTEMIC USE|J5
6738|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
6725|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
6721|IMMUNOSTIMULATING AGENTS|L3
6720|ANTI-EPILEPTICS|N3
6719|PLATELET AGGREGATION INHIBITORS|B1C
6719|ALKYLATING AGENTS|L1A
6711|BPH (benign prostatic hypertrophy) products |G4C
6709|Non-nucleoside reverse transcriptase inhibitors|J5C3
6707|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
6706|Topical dermatological antifungals|D1A1
6706|SYSTEMIC ANTIBACTERIALS|J1
6706|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
6701|SYSTEMIC ANTIBACTERIALS|J1
6695|SYSTEMIC ANTIBACTERIALS|J1
6686|ALKYLATING AGENTS|L1A
6685|CARDIOVASCULAR SYSTEM|C
6685|CENTRAL NERVOUS SYSTEM|N
6684|BPH (benign prostatic hypertrophy) products |G4C
6683|ANTIVIRALS FOR SYSTEMIC USE|J5
6681|ANTIVIRALS FOR SYSTEMIC USE|J5
6678|CEPHALOSPORINS|J1D
6675|SYSTEMIC ANTIBACTERIALS|J1
6672|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
6671|CEPHALOSPORINS|J1D
6664|ANTIVIRALS FOR SYSTEMIC USE|J5
6663|FIBRINOLYTICS|B1D
6657|PLATELET AGGREGATION INHIBITORS|B1C
6654|Urinary incontinence products|G4B4
6643|CARDIOVASCULAR SYSTEM|C
6642|CARDIOVASCULAR SYSTEM|C
6641|ANTIHYPERTENSIVES|C2
6636|TRANQUILLISERS|N5C
6634|CARDIOVASCULAR SYSTEM|C
6634|ANTIHYPERTENSIVES|C2
6633|PLATELET AGGREGATION INHIBITORS|B1C
6630|ANTIHYPERTENSIVES|C2
6629|ANTIHYPERTENSIVES|C2
6628|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
6626|ANALGESICS|N2
6622|ANDROGENS, EXCLUDING G3E, G3F|G3B
6622|IMMUNOSUPPRESSIVE AGENTS|L4
6619|ALKYLATING AGENTS|L1A
6611|ALKYLATING AGENTS|L1A
6609|IMMUNOSTIMULATING AGENTS|L3
6608|ALKYLATING AGENTS|L1A
6607|ALKYLATING AGENTS|L1A
6600|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
6599|IMMUNOSTIMULATING AGENTS|L3
6593|ANTI-EPILEPTICS|N3A
6591|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
6588|ANTIHYPERTENSIVES|C2
6588|BPH (benign prostatic hypertrophy) products |G4C
6587|ANTIHYPERTENSIVES|C2
6587|CALCIUM ANTAGONISTS|C8
6583|DRUGS USED IN DIABETES|A10
6580|ANALGESICS|N2
6578|TOPICAL ANTIPSORIASIS PRODUCTS|D5A
6577|MIOTICS AND ANTIGLAUCOMA PREPARATIONS|S1E
6573|IMMUNOSUPPRESSIVE AGENTS|L4
6572|HUMAN INSULINS AND ANALOGUES|A10C
6572|Human insulins and analogues, long-acting|A10C5
6570|IMMUNOSUPPRESSIVE AGENTS|L4
6567|DIRECT THROMBIN INHIBITORS|B1E
6566|ANTIVIRALS FOR SYSTEMIC USE|J5
6565|Protease inhibitors|J5C2
6564|Protease inhibitors|J5C2
6563|Protease inhibitors|J5C2
6561|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
6560|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
6559|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
6558|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
6556|ANTI-EPILEPTICS|N3A
6555|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
6555|Statins (HMG-CoA reductase inhibitors)|C10A1
6549|ANTIHYPERTENSIVES|C2
6549|ANGIOTENSIN-II ANTAGONISTS, PLAIN|C9C
6548|ANTIHYPERTENSIVES|C2
6548|ANGIOTENSIN-II ANTAGONISTS, PLAIN|C9C
6546|ANTIHYPERTENSIVES|C2
6546|ANGIOTENSIN-II ANTAGONISTS, PLAIN|C9C
6545|ANTIHYPERTENSIVES|C2
6545|ANGIOTENSIN-II ANTAGONISTS, PLAIN|C9C
6539|ANTIHYPERTENSIVES|C2
6537|ANTIHYPERTENSIVES|C2
6537|ANGIOTENSIN-II ANTAGONISTS, PLAIN|C9C
6536|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
6535|ANTIHYPERTENSIVES|C2
6534|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
6534|Statins (HMG-CoA reductase inhibitors)|C10A1
6533|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
6530|ANTIHYPERTENSIVES|C2
6530|ANTI-EPILEPTICS|N3
6524|CARDIOVASCULAR SYSTEM|C
6524|CALCIUM ANTAGONISTS|C8
6519|ANTIHYPERTENSIVES|C2
6519|ANGIOTENSIN-II ANTAGONISTS, PLAIN|C9C
6516|ANTIHYPERTENSIVES|C2
6510|DIRECT THROMBIN INHIBITORS|B1E
6508|ANTI-EPILEPTICS|N3A
6508|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
6506|ANTIHYPERTENSIVES|C2
6502|ANTIHYPERTENSIVES|C2
6500|ANTI-ARRHYTHMICS|C1B
6499|DIRECT THROMBIN INHIBITORS|B1E
6496|PLATELET AGGREGATION INHIBITORS|B1C
6495|ANTIHYPERTENSIVES|C2
6494|ANTIHYPERTENSIVES|C2
6494|CALCIUM ANTAGONISTS|C8
6493|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
6493|Statins (HMG-CoA reductase inhibitors)|C10A1
6490|ANTIHYPERTENSIVES|C2
6489|ANTIHYPERTENSIVES|C2
6488|DIRECT THROMBIN INHIBITORS|B1E
6486|ANTIHYPERTENSIVES|C2
6486|ANGIOTENSIN-II ANTAGONISTS, PLAIN|C9C
6485|PLATELET AGGREGATION INHIBITORS|B1C
6482|CARDIOVASCULAR SYSTEM|C
6481|ANTIPSYCHOTICS|N5A
6480|TRANQUILLISERS|N5C
6477|ANTI-EPILEPTICS|N3
6475|NOOTROPICS|N6D
6473|ANALGESICS|N2
6472|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
6470|Anti-Alzheimer products, cholinesterase inhibitors|N7D1
6462|TRANQUILLISERS|N5C
6461|ANTIPSYCHOTICS|N5A
6456|ANTIPSYCHOTICS|N5A
6453|CARDIOVASCULAR SYSTEM|C
6453|ANTIHYPERTENSIVES|C2
6445|TRANQUILLISERS|N5C
6442|ANTI-EPILEPTICS|N3
6441|TRANQUILLISERS|N5C
6438|ANTIEMETICS AND ANTINAUSEANTS|A4
6435|ANALGESICS|N2
6433|ANTI-EPILEPTICS|N3
6432|NOOTROPICS|N6D
6431|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
6430|ANTIHYPERTENSIVES|C2
6429|PLATELET AGGREGATION INHIBITORS|B1C
6429|GP IIb/IIIa (glycoprotein) antagonist platelet aggregation inhibitors|B1C3
6427|PLATELET AGGREGATION INHIBITORS|B1C
6426|CARDIOVASCULAR SYSTEM|C
6426|ANTI-ARRHYTHMICS|C1B
6425|ANTIHYPERTENSIVES|C2
6425|ANGIOTENSIN-II ANTAGONISTS, PLAIN|C9C
6424|ANTIHYPERTENSIVES|C2
6423|ANTI-ARRHYTHMICS|C1B
6422|PLATELET AGGREGATION INHIBITORS|B1C
6422|ANTI-ARRHYTHMICS|C1B
6421|TRANQUILLISERS|N5C
6420|ANTI-ARRHYTHMICS|C1B
6419|ALKYLATING AGENTS|L1A
6418|FIBRINOLYTICS|B1D
6417|IMMUNOSUPPRESSIVE AGENTS|L4
6415|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
6410|BPH (benign prostatic hypertrophy) products |G4C
6410|ANTIMETABOLITES|L1B
6409|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
6409|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
6402|Antigonadotrophin-releasing hormones|H1C3
6401|ANTI-ARRHYTHMICS|C1B
6399|ANTI-ARRHYTHMICS|C1B
6398|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
6395|IMMUNOSTIMULATING AGENTS|L3
6394|IMMUNOSUPPRESSIVE AGENTS|L4
6391|Factor VIII|B2D1
6389|ANTIVIRALS FOR SYSTEMIC USE|J5
6384|ANTIVIRALS FOR SYSTEMIC USE|J5
6383|DRUGS USED IN DIABETES|A10
6381|MUSCULO-SKELETAL SYSTEM|M
6381|Coxibs|M1A3
6379|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
6377|TRANQUILLISERS|N5C
6372|ANTIPSYCHOTICS|N5A
6372|TRANQUILLISERS|N5C
6371|Topical dermatological antifungals|D1A1
6371|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
6364|SYSTEMIC ANTIHISTAMINES|R6
6363|Urinary incontinence products|G4B4
6362|ANALGESICS|N2
6359|ANTIEMETICS AND ANTINAUSEANTS|A4
6359|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
6348|ANALGESICS|N2
6346|ANTI-EPILEPTICS|N3
6346|ANTIPSYCHOTICS|N5A
6343|ANTIHYPERTENSIVES|C2
6343|CALCIUM ANTAGONISTS|C8
6342|ANTIVIRALS FOR SYSTEMIC USE|J5
6340|CEPHALOSPORINS|J1D
6337|ANTIPSYCHOTICS|N5A
6333|SYSTEMIC ANTIHISTAMINES|R6
6332|PLATELET AGGREGATION INHIBITORS|B1C
6321|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
6318|RADIODIAGNOSTIC AGENTS|T1G
6317|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
6316|ANTIVIRALS FOR SYSTEMIC USE|J5
6312|ANALGESICS|N2
6309|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
6308|ANTI-ACNE PREPARATIONS|D10
6306|ANTIVIRALS FOR SYSTEMIC USE|J5
6305|IMMUNOSUPPRESSIVE AGENTS|L4
6303|Coxibs|M1A3
6303|ANALGESICS|N2
6296|HUMAN INSULINS AND ANALOGUES|A10C
6296|Human insulins and analogues, intermediate-acting|A10C2
6292|TOPICAL ANTIPSORIASIS PRODUCTS|D5A
6289|CARDIOVASCULAR SYSTEM|C
6288|ANALGESICS|N2
6288|ANTI-MIGRAINE PREPARATIONS|N2C
6288|ANTI-EPILEPTICS|N3
6281|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
6280|SYSTEMIC ANTIBACTERIALS|J1
6279|SYSTEMIC ANTIBACTERIALS|J1
6278|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
6278|PARASITOLOGY|P
6277|ANTIVIRALS FOR SYSTEMIC USE|J5
6276|SYSTEMIC ANTIBACTERIALS|J1
6276|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
6273|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
6269|ANTIVIRALS FOR SYSTEMIC USE|J5
6262|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
6261|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
6260|SYSTEMIC ANTIBACTERIALS|J1
6259|ANALGESICS|N2
6258|ANTIHYPERTENSIVES|C2
6258|ANGIOTENSIN-II ANTAGONISTS, PLAIN|C9C
6257|PLATELET AGGREGATION INHIBITORS|B1C
6256|ANTIHYPERTENSIVES|C2
6256|ANGIOTENSIN-II ANTAGONISTS, PLAIN|C9C
6252|Factor VIII|B2D1
6243|PLATELET AGGREGATION INHIBITORS|B1C
6242|Nucleoside and nucleotide reverse transcriptase inhibitors|J5C1
6241|Non-nucleoside reverse transcriptase inhibitors|J5C3
6240|SYSTEMIC ANTIBACTERIALS|J1
6239|ANTIPSYCHOTICS|N5A
6237|ANTIHYPERTENSIVES|C2
6236|ANTIVIRALS FOR SYSTEMIC USE|J5
6232|Coxibs|M1A3
6231|FIBRINOLYTICS|B1D
6226|ANTIHYPERTENSIVES|C2
6214|ANTIPSYCHOTICS|N5A
6214|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
6206|ANALGESICS|N2
6206|NOOTROPICS|N6D
6205|MACROLIDES AND SIMILAR TYPES|J1F
6204|ANALGESICS|N2
6203|ANTIHYPERTENSIVES|C2
6203|CALCIUM ANTAGONISTS|C8
6200|DIRECT THROMBIN INHIBITORS|B1E
6198|VACCINES|J7
6195|CALCITONINS|H4A
6194|ANTI-EPILEPTICS|N3A
6194|ANTIPSYCHOTICS|N5A
6193|ANTIPSYCHOTICS|N5A
6191|IMMUNOSTIMULATING AGENTS|L3
6189|ANTI-MIGRAINE PREPARATIONS|N2C
6189|ANTI-EPILEPTICS|N3
6189|ANTIPSYCHOTICS|N5A
6189|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
6186|MUSCLE RELAXANTS, PERIPHERALLY ACTING|M3A
6183|CENTRAL NERVOUS SYSTEM|N
6180|CARDIOVASCULAR SYSTEM|C
6180|ULTRASOUND AGENTS|T1F
6178|IMMUNOSTIMULATING AGENTS|L3
6168|ANTIHYPERTENSIVES|C2
6167|ANTI-ARRHYTHMICS|C1B
6164|ANTIVIRALS FOR SYSTEMIC USE|J5
6164|Interferons, alpha|L3B1
6162|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
6162|SYSTEMIC ANTIBACTERIALS|J1
6161|ANTI-EPILEPTICS|N3
6159|VACCINES|J7
6158|ANTIHYPERTENSIVES|C2
6158|CALCIUM ANTAGONISTS|C8
6156|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
6156|ANTIMETABOLITES|L1B
6154|ANTIVIRALS FOR SYSTEMIC USE|J5
6154|Interferons, alpha|L3B1
6153|ANTI-ARRHYTHMICS|C1B
6152|SYSTEMIC ANTIBACTERIALS|J1
6150|MUSCLE RELAXANTS, CENTRALLY ACTING|M3B
6149|ANTIHYPERTENSIVES|C2
6145|MACROLIDES AND SIMILAR TYPES|J1F
6144|NOOTROPICS|N6D
6141|ANTIPSYCHOTICS|N5A
6140|B2-STIMULANTS|R3A
6137|ANTI-MIGRAINE PREPARATIONS|N2C
6135|PARASITOLOGY|P
6134|ANTIVIRALS FOR SYSTEMIC USE|J5
6132|PLATELET AGGREGATION INHIBITORS|B1C
6132|ANTIHYPERTENSIVES|C2
6130|Inhibitors of the Kallikrein-kinin-system|B2C2
6129|IMMUNOSTIMULATING AGENTS|L3
6128|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
6119|GASTROPROKINETICS|A3F
6119|Anti-Alzheimer products, cholinesterase inhibitors|N7D1
6118|ANALGESICS|N2
6114|MUSCULO-SKELETAL SYSTEM|M
6112|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
6111|ANTIHYPERTENSIVES|C2
6111|CALCIUM ANTAGONISTS|C8
6110|ALKYLATING AGENTS|L1A
6108|ANTIVIRALS FOR SYSTEMIC USE|J5
6108|Interferons, alpha|L3B1
6106|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
6106|ANTI-ACNE PREPARATIONS|D10
6104|ANTIULCERANTS|A2B
6104|SYSTEMIC ANTIBACTERIALS|J1
6101|DRUGS USED IN DIABETES|A10
6100|ANALGESICS|N2
6099|PLATELET AGGREGATION INHIBITORS|B1C
6098|VITAMIN C, INCLUDING COMBINATIONS WITH MINERALS|A11G
6093|SYSTEMIC ANTIBACTERIALS|J1
6093|ANTIVIRALS FOR SYSTEMIC USE|J5
6091|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
6088|ANTI-EPILEPTICS|N3
6085|ANTI-ARRHYTHMICS|C1B
6083|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
6083|ANALGESICS|N2
6079|IMMUNOSTIMULATING AGENTS|L3
6078|ANTIHYPERTENSIVES|C2
6076|Coxibs|M1A3
6074|ANTIVIRALS FOR SYSTEMIC USE|J5
6074|PARASITOLOGY|P
6073|ANTIPSYCHOTICS|N5A
6073|TRANQUILLISERS|N5C
6071|Coxibs|M1A3
6071|ANALGESICS|N2
6071|ANTI-MIGRAINE PREPARATIONS|N2C
6069|ANALGESICS|N2
6069|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
6069|SSRI antidepressants|N6A4
6064|MUSCLE RELAXANTS, PERIPHERALLY ACTING|M3A
6062|ANTIHYPERTENSIVES|C2
6062|ANGIOTENSIN-II ANTAGONISTS, PLAIN|C9C
6051|DRUGS USED IN DIABETES|A10
6050|Biguanide antidiabetics|A10B2
6048|ANTI-EPILEPTICS|N3
6048|TRANQUILLISERS|N5C
6047|PARASITOLOGY|P
6046|ANTIVIRALS FOR SYSTEMIC USE|J5
6045|Anti-Alzheimer products, cholinesterase inhibitors|N7D1
6043|ANTIPSYCHOTICS|N5A
6039|TRANQUILLISERS|N5C
6039|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
6039|SSRI antidepressants|N6A4
6039|SRNI antidepressants|N6A5
6033|ANTIHYPERTENSIVES|C2
6033|DIURETICS|C3
6027|ANAESTHETICS, GENERAL|N1A
6018|ANTITUSSIVES|R5D
6017|ANTIHYPERTENSIVES|C2
6017|ACE INHIBITORS, PLAIN|C9A
6015|BETA-BLOCKING AGENTS|C7
6015|MIOTICS AND ANTIGLAUCOMA PREPARATIONS|S1E
6014|ANTIPSYCHOTICS|N5A
6014|Miotics and antiglaucoma preparations, topical|S1E2
6013|ANTIVIRALS FOR SYSTEMIC USE|J5
6012|ANTIVIRALS FOR SYSTEMIC USE|J5
6012|ANTI-EPILEPTICS|N3
6012|ANTI-EPILEPTICS|N3A
6012|OPHTHALMOLOGICALS|S1
6009|ANALGESICS|N2
6007|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
6006|IMMUNOSTIMULATING AGENTS|L3
6005|CARDIOVASCULAR SYSTEM|C
6004|ANTIHYPERTENSIVES|C2
6002|CEPHALOSPORINS|J1D
5999|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
5999|IMMUNOSUPPRESSIVE AGENTS|L4
5997|ANTIHYPERTENSIVES|C2
5995|ANTIHYPERTENSIVES|C2
5995|ANGIOTENSIN-II ANTAGONISTS, PLAIN|C9C
5993|Coxibs|M1A3
5989|ANTIPSYCHOTICS|N5A
5988|ANTIVIRALS FOR SYSTEMIC USE|J5
5986|TRANQUILLISERS|N5C
5986|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
5986|SRNI antidepressants|N6A5
5982|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
5978|NOOTROPICS|N6D
5977|ULTRASOUND AGENTS|T1F
5975|SYSTEMIC ANTIBACTERIALS|J1
5975|CEPHALOSPORINS|J1D
5973|CEPHALOSPORINS|J1D
5972|CEPHALOSPORINS|J1D
5971|SYSTEMIC ANTIBACTERIALS|J1
5971|Monobactams|J1P1
5970|CEPHALOSPORINS|J1D
5969|SYSTEMIC ANTIBACTERIALS|J1
5969|CEPHALOSPORINS|J1D
5965|NOOTROPICS|N6D
5962|SYSTEMIC ANTIBACTERIALS|J1
5958|Topical dermatological antifungals|D1A1
5958|SYSTEMIC ANTIBACTERIALS|J1
5958|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
5956|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
5956|PARASITOLOGY|P
5955|SYSTEMIC ANTIBACTERIALS|J1
5955|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
5954|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
5949|DIRECT THROMBIN INHIBITORS|B1E
5944|IMMUNOSUPPRESSIVE AGENTS|L4
5943|PLATELET AGGREGATION INHIBITORS|B1C
5943|ANTIHYPERTENSIVES|C2
5937|IMMUNOSUPPRESSIVE AGENTS|L4
5931|ANTIHYPERTENSIVES|C2
5931|BETA-BLOCKING AGENTS|C7
5929|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
5929|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
5929|SRNI antidepressants|N6A5
5927|VACCINES|J7
5925|VACCINES|J7
5921|CALCITONINS|H4A
5919|ANTI-ARRHYTHMICS|C1B
5919|BETA-BLOCKING AGENTS|C7
5919|ANTI-MIGRAINE PREPARATIONS|N2C
5919|TRANQUILLISERS|N5C
5914|ANTIHYPERTENSIVES|C2
5913|TRANQUILLISERS|N5C
5912|NOOTROPICS|N6D
5911|ANTIVIRALS FOR SYSTEMIC USE|J5
5910|ANTIMETABOLITES|L1B
5909|ANTIHYPERTENSIVES|C2
5907|TRANQUILLISERS|N5C
5907|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
5907|SSRI antidepressants|N6A4
5907|SRNI antidepressants|N6A5
5903|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
5900|ALKYLATING AGENTS|L1A
5894|DIURETICS|C3
5891|ANALGESICS|N2
5889|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
5889|SSRI antidepressants|N6A4
5885|CARDIOVASCULAR SYSTEM|C
5884|CARDIOVASCULAR SYSTEM|C
5883|CARDIOVASCULAR SYSTEM|C
5883|CALCIUM ANTAGONISTS|C8
5882|CARDIOVASCULAR SYSTEM|C
5882|CALCIUM ANTAGONISTS|C8
5881|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
5871|ANTIHYPERTENSIVES|C2
5871|ANTI-MIGRAINE PREPARATIONS|N2C
5870|CARDIOVASCULAR SYSTEM|C
5867|PLATELET AGGREGATION INHIBITORS|B1C
5867|GP IIb/IIIa (glycoprotein) antagonist platelet aggregation inhibitors|B1C3
5867|CARDIAC THERAPY|C1
5862|ANTIHYPERTENSIVES|C2
5862|ACE INHIBITORS, PLAIN|C9A
5859|ANTI-EPILEPTICS|N3A
5856|B2-STIMULANTS|R3A
5855|IMMUNOSUPPRESSIVE AGENTS|L4
5854|ANTI-ARRHYTHMICS|C1B
5854|CALCIUM ANTAGONISTS|C8
5852|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
5845|TRANQUILLISERS|N5C
5841|ANTIPSYCHOTICS|N5A
5840|ANTIPSYCHOTICS|N5A
5834|ANTIVIRALS FOR SYSTEMIC USE|J5
5833|PLATELET AGGREGATION INHIBITORS|B1C
5827|SYSTEMIC ANTIBACTERIALS|J1
5826|TRANQUILLISERS|N5C
5826|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
5825|SYSTEMIC ANTIBACTERIALS|J1
5822|IMMUNOSTIMULATING AGENTS|L3
5821|ANTIVIRALS FOR SYSTEMIC USE|J5
5820|IMMUNOSTIMULATING AGENTS|L3
5817|BPH (benign prostatic hypertrophy) products |G4C
5816|ANTIHYPERTENSIVES|C2
5816|BETA-BLOCKING AGENTS|C7
5811|ANTIHYPERTENSIVES|C2
5810|Coxibs|M1A3
5809|ANTI-EPILEPTICS|N3A
5808|ANTIHYPERTENSIVES|C2
5800|ANTIULCERANTS|A2B
5797|ANTIHYPERTENSIVES|C2
5797|BPH (benign prostatic hypertrophy) products |G4C
5796|IMMUNOSTIMULATING AGENTS|L3
5794|TRANQUILLISERS|N5C
5794|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
5793|SYSTEMIC ANTIBACTERIALS|J1
5792|SYSTEMIC ANTIBACTERIALS|J1
5791|ALKYLATING AGENTS|L1A
5789|HUMAN INSULINS AND ANALOGUES|A10C
5787|ALKYLATING AGENTS|L1A
5785|PLATELET AGGREGATION INHIBITORS|B1C
5782|ALKYLATING AGENTS|L1A
5778|ANTI-EPILEPTICS|N3
5775|ANTIPSYCHOTICS|N5A
5773|ANTIMETABOLITES|L1B
5766|ANALGESICS|N2
5763|ANTI-MIGRAINE PREPARATIONS|N2C
5761|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
5758|ANTIHYPERTENSIVES|C2
5753|ANALGESICS|N2
5745|Protease inhibitors|J5C2
5742|Protease inhibitors|J5C2
5741|Protease inhibitors|J5C2
5737|Protease inhibitors|J5C2
5736|SYSTEMIC ANTIBACTERIALS|J1
5736|PARASITOLOGY|P
5734|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
5733|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
5731|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
5731|PARASITOLOGY|P
5730|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
5729|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
5728|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
5728|PARASITOLOGY|P
5727|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
5725|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
5722|SYSTEMIC ANTIBACTERIALS|J1
5720|SYSTEMIC ANTIBACTERIALS|J1
5717|SYSTEMIC ANTIBACTERIALS|J1
5716|CEPHALOSPORINS|J1D
5715|CEPHALOSPORINS|J1D
5709|CEPHALOSPORINS|J1D
5707|CEPHALOSPORINS|J1D
5705|SYSTEMIC ANTIBACTERIALS|J1
5703|SYSTEMIC ANTIBACTERIALS|J1
