indication,icd9,ccs,ccs_label,nccs,cancer
protein losing enteropathy,569,155,Other gastrointestinal disorders,6,0
pouchitis,569,155,Other gastrointestinal disorders,6,0
anus pain,569,155,Other gastrointestinal disorders,6,0
steatorrhea,579,155,Other gastrointestinal disorders,3,0
short bowel syndrome,579,155,Other gastrointestinal disorders,3,0
celiac disease,579,155,Other gastrointestinal disorders,3,0
fat malabsorption,579,155,Other gastrointestinal disorders,3,0
diarrhea,787,155,Other gastrointestinal disorders,2,0
emesis,787,155,Other gastrointestinal disorders,2,0
nausea,787,155,Other gastrointestinal disorders,2,0
flatulence,787,155,Other gastrointestinal disorders,2,0
dysphagia,787,155,Other gastrointestinal disorders,2,0
fecal incontinence,787,155,Other gastrointestinal disorders,2,0
chemotherapy induced nausea and vomiting,787,155,Other gastrointestinal disorders,2,0
ascites,789,155,Other gastrointestinal disorders,5,0
gastrointestinal injury,789,155,Other gastrointestinal disorders,5,0
abdominal pain,789,155,Other gastrointestinal disorders,5,0
infant colic,789,155,Other gastrointestinal disorders,5,0
gastrointestinal pain,789,155,Other gastrointestinal disorders,5,0
gastric injury,789,155,Other gastrointestinal disorders,5,0
genitourinary disease,580,156,Nephritis; nephrosis; renal sclerosis,1,0
genitourinary tract tumor,580,156,Nephritis; nephrosis; renal sclerosis,1,0
glomerular disease,581,156,Nephritis; nephrosis; renal sclerosis,1,0
nephrotic syndrome,581,156,Nephritis; nephrosis; renal sclerosis,1,0
focal segmental glomerulosclerosis,581,156,Nephritis; nephrosis; renal sclerosis,1,0
membranoproliferative glomerulonephritis,581,156,Nephritis; nephrosis; renal sclerosis,1,0
membranous glomerulonephritis,582,156,Nephritis; nephrosis; renal sclerosis,1,0
diabetic nephropathy,583,156,Nephritis; nephrosis; renal sclerosis,1,0
glomerulonephritis,583,156,Nephritis; nephrosis; renal sclerosis,1,0
nephritis,583,156,Nephritis; nephrosis; renal sclerosis,1,0
nephrotoxicity,583,156,Nephritis; nephrosis; renal sclerosis,1,0
lupus nephritis,583,156,Nephritis; nephrosis; renal sclerosis,1,0
iga nephropathy,583,156,Nephritis; nephrosis; renal sclerosis,1,0
immune complex disease,583,156,Nephritis; nephrosis; renal sclerosis,1,0
renal fibrosis,587,156,Nephritis; nephrosis; renal sclerosis,1,0
renal failure,584,157,Acute and unspecified renal failure,1,0
renal injury,586,157,Acute and unspecified renal failure,1,0
end stage renal disease,585,158,Chronic kidney disease,1,0
pyelonephritis,590,159,Urinary tract infections,1,0
cystitis,595,159,Urinary tract infections,1,0
interstitial cystitis,595,159,Urinary tract infections,1,0
bladder pain,595,159,Urinary tract infections,1,0
urolithiasis,592,160,Calculus of urinary tract,1,0
diabetes insipidus,588,161,Other diseases of kidney and ureters,1,0
secondary hyperparathyroidism,588,161,Other diseases of kidney and ureters,1,0
nephrogenic diabetes insipidus,588,161,Other diseases of kidney and ureters,1,0
cystinosis,588,161,Other diseases of kidney and ureters,1,0
renal tubule disease,588,161,Other diseases of kidney and ureters,1,0
renal osteodystrophy,588,161,Other diseases of kidney and ureters,1,0
renal disease,593,161,Other diseases of kidney and ureters,1,0
bladder disease,596,162,Other diseases of bladder and urethra,3,0
overactive bladder,596,162,Other diseases of bladder and urethra,3,0
neurogenic bladder,596,162,Other diseases of bladder and urethra,3,0
bacterial urinary tract infection,599,163,Genitourinary symptoms and ill-defined conditions,3,0
fungal urinary tract infection,599,163,Genitourinary symptoms and ill-defined conditions,3,0
complicated urinary tract infection,599,163,Genitourinary symptoms and ill-defined conditions,3,0
urinary incontinence,788,163,Genitourinary symptoms and ill-defined conditions,2,0
uremia,788,163,Genitourinary symptoms and ill-defined conditions,2,0
diuresis,788,163,Genitourinary symptoms and ill-defined conditions,2,0
pollakiuria,788,163,Genitourinary symptoms and ill-defined conditions,2,0
urinary dysfunction,788,163,Genitourinary symptoms and ill-defined conditions,2,0
clostridiaceae infection,788,163,Genitourinary symptoms and ill-defined conditions,2,0
enuresis,788,163,Genitourinary symptoms and ill-defined conditions,2,0
urge urinary incontinence,788,163,Genitourinary symptoms and ill-defined conditions,2,0
stress urinary incontinence,788,163,Genitourinary symptoms and ill-defined conditions,2,0
nocturia,788,163,Genitourinary symptoms and ill-defined conditions,2,0
proteinuria,791,163,Genitourinary symptoms and ill-defined conditions,2,0
abnormal urine composition,791,163,Genitourinary symptoms and ill-defined conditions,2,0
glycosuria,791,163,Genitourinary symptoms and ill-defined conditions,2,0
prostate hyperplasia,600,164,Hyperplasia of prostate,1,0
urinary retention,600,164,Hyperplasia of prostate,1,0
hypertrophy,600,164,Hyperplasia of prostate,1,0
prostatitis,601,165,Inflammatory conditions of male genital organs,1,0
prostate disease,601,165,Inflammatory conditions of male genital organs,1,0
epididymitis,604,165,Inflammatory conditions of male genital organs,1,0
prostatic intraepithelial neoplasia,602,166,Other male genital disorders,1,0
male infertility,606,166,Other male genital disorders,1,0
male sexual dysfunction,607,166,Other male genital disorders,2,0
balanitis,607,166,Other male genital disorders,2,0
penile induration,607,166,Other male genital disorders,2,0
priapism,607,166,Other male genital disorders,2,0
atrophy,608,166,Other male genital disorders,2,0
dyspareunia,608,166,Other male genital disorders,2,0
reproductive disorder,608,166,Other male genital disorders,2,0
fibrocystic breast disease,610,167,Nonmalignant breast conditions,1,0
breast disease,611,167,Nonmalignant breast conditions,1,0
gynecomastia,611,167,Nonmalignant breast conditions,1,0
mastalgia,611,167,Nonmalignant breast conditions,1,0
necrosis,611,167,Nonmalignant breast conditions,1,0
inflammatory disease,614,168,Inflammatory diseases of female pelvic organs,1,0
female genital tract inflammation,614,168,Inflammatory diseases of female pelvic organs,1,0
pelvic inflammatory disease,614,168,Inflammatory diseases of female pelvic organs,1,0
tissue adhesions,614,168,Inflammatory diseases of female pelvic organs,1,0
vaginitis,616,168,Inflammatory diseases of female pelvic organs,1,0
vulvovaginitis,616,168,Inflammatory diseases of female pelvic organs,1,0
vulva disease,616,168,Inflammatory diseases of female pelvic organs,1,0
bacterial vaginosis,616,168,Inflammatory diseases of female pelvic organs,1,0
cervix disease,616,168,Inflammatory diseases of female pelvic organs,1,0
bartholinitis,616,168,Inflammatory diseases of female pelvic organs,1,0
genital ulcer,616,168,Inflammatory diseases of female pelvic organs,1,0
endometriosis,617,169,Endometriosis,1,0
adenomyosis,617,169,Endometriosis,1,0
menstruation disorder,626,171,Menstrual disorders,2,0
hypermenorrhea,626,171,Menstrual disorders,2,0
uterine hemorrhage,626,171,Menstrual disorders,2,0
metrorrhagia,626,171,Menstrual disorders,2,0
menopause,627,173,Menopausal disorders,1,0
menorrhagia,627,173,Menopausal disorders,1,0
hot flashes,627,173,Menopausal disorders,1,0
atrophic vaginitis,627,173,Menopausal disorders,1,0
infertility,628,174,Female infertility,1,0
female infertility,628,174,Female infertility,1,0
anovulation,628,174,Female infertility,1,0
dysplasia,622,175,Other female genital disorders,1,0
cervical dysplasia,622,175,Other female genital disorders,1,0
cervix injury,622,175,Other female genital disorders,1,0
vulvar intraepithelial neoplasia,624,175,Other female genital disorders,1,0
dysmenorrhea,625,175,Other female genital disorders,3,0
premenstrual syndrome,625,175,Other female genital disorders,3,0
gynecological disorder,629,175,Other female genital disorders,2,0
hematocele,629,175,Other female genital disorders,2,0
spontaneous abortion,634,177,Spontaneous abortion,1,0
polycystic ovary syndrome,634,177,Spontaneous abortion,1,0
ectopic pregnancy,633,180,Ectopic pregnancy,1,0
biliary tract infection,631,181,Other complications of pregnancy,1,0
uterus infection,631,181,Other complications of pregnancy,1,0
hyperemesis gravidarum,643,181,Other complications of pregnancy,1,0
morning sickness,643,181,Other complications of pregnancy,1,0
trichomonas infection,646,181,Other complications of pregnancy,1,0
female genital tract infection,646,181,Other complications of pregnancy,1,0
cervix infection,646,181,Other complications of pregnancy,1,0
habitual abortion,646,181,Other complications of pregnancy,1,0
postnatal depression,648,181,Other complications of pregnancy,4,0
gestational diabetes,648,181,Other complications of pregnancy,4,0
planned abortion,641,182,Hemorrhage during pregnancy; abruptio placenta; placenta previa,1,0
pre-eclampsia,642,183,Hypertension complicating pregnancy; childbirth and the puerperium,1,0
eclampsia,642,183,Hypertension complicating pregnancy; childbirth and the puerperium,1,0
premature labor,644,184,Early or threatened labor,1,0
uterus tumor,654,195,Other complications of birth; puerperium affecting management of mother,2,0
uterine fibroids,654,195,Other complications of birth; puerperium affecting management of mother,2,0
charcot marie tooth disease,655,195,Other complications of birth; puerperium affecting management of mother,2,0
fragile x syndrome,655,195,Other complications of birth; puerperium affecting management of mother,2,0
turners syndrome,655,195,Other complications of birth; puerperium affecting management of mother,2,0
cystic hygroma,655,195,Other complications of birth; puerperium affecting management of mother,2,0
obstetrics,665,195,Other complications of birth; puerperium affecting management of mother,1,0
labor complication,669,195,Other complications of birth; puerperium affecting management of mother,2,0
phlebothrombosis,671,195,Other complications of birth; puerperium affecting management of mother,1,0
lactation disorder,676,195,Other complications of birth; puerperium affecting management of mother,1,0
galactorrhea,676,195,Other complications of birth; puerperium affecting management of mother,1,0
erysipelas,35,197,Skin and subcutaneous tissue infections,1,0
complicated skin and skin structure infection,681,197,Skin and subcutaneous tissue infections,1,0
entamoeba histolytica infection,682,197,Skin and subcutaneous tissue infections,1,0
cellulitis,682,197,Skin and subcutaneous tissue infections,1,0
abscess,682,197,Skin and subcutaneous tissue infections,1,0
impetigo,684,197,Skin and subcutaneous tissue infections,1,0
skin infection,686,197,Skin and subcutaneous tissue infections,1,0
pyoderma gangrenosum,686,197,Skin and subcutaneous tissue infections,1,0
seborrheic dermatitis,690,198,Other inflammatory condition of skin,1,0
pemphigoid,694,198,Other inflammatory condition of skin,1,0
pemphigus,694,198,Other inflammatory condition of skin,1,0
usher syndrome i,694,198,Other inflammatory condition of skin,1,0
erythema,695,198,Other inflammatory condition of skin,1,0
rosacea,695,198,Other inflammatory condition of skin,1,0
cutaneous lupus erythematosus,695,198,Other inflammatory condition of skin,1,0
discoid lupus erythematosus,695,198,Other inflammatory condition of skin,1,0
lupus erythematosus panniculitis,695,198,Other inflammatory condition of skin,1,0
toxic epidermal necrolysis,695,198,Other inflammatory condition of skin,1,0
erythema multiforme,695,198,Other inflammatory condition of skin,1,0
stevens johnson syndrome,695,198,Other inflammatory condition of skin,1,0
erythema nodosum leprae,695,198,Other inflammatory condition of skin,1,0
psoriasis,696,198,Other inflammatory condition of skin,1,0
psoriatic arthritis,696,198,Other inflammatory condition of skin,1,0
pityriasis,696,198,Other inflammatory condition of skin,1,0
lichen,697,198,Other inflammatory condition of skin,1,0
pruritus,698,198,Other inflammatory condition of skin,1,0
pregnancy disorder,698,198,Other inflammatory condition of skin,1,0
prurigo,698,198,Other inflammatory condition of skin,1,0
prurigo nodularis,698,198,Other inflammatory condition of skin,1,0
skin ulcer,707,199,Chronic ulcer of skin,1,0
foot ulcer,707,199,Chronic ulcer of skin,1,0
decubitus ulcer,707,199,Chronic ulcer of skin,1,0
leg ulcer,707,199,Chronic ulcer of skin,1,0
scar tissue,701,200,Other skin disorders,1,0
skin atrophy,701,200,Other skin disorders,1,0
scleroderma,701,200,Other skin disorders,1,0
keratosis,702,200,Other skin disorders,1,0
seborrheic keratosis,702,200,Other skin disorders,1,0
dermatological disease,703,200,Other skin disorders,1,0
nail disease,703,200,Other skin disorders,1,0
alopecia,704,200,Other skin disorders,1,0
hirsutism,704,200,Other skin disorders,1,0
hair disease,704,200,Other skin disorders,1,0
alopecia drug-induced,704,200,Other skin disorders,1,0
folliculitis,704,200,Other skin disorders,1,0
alopecia areata,704,200,Other skin disorders,1,0
hidradenitis,705,200,Other skin disorders,1,0
hidradenitis suppurativa,705,200,Other skin disorders,1,0
acne,706,200,Other skin disorders,1,0
sebaceous gland disease,706,200,Other skin disorders,1,0
acne vulgaris,706,200,Other skin disorders,1,0
pigment disorder,709,200,Other skin disorders,1,0
erythematosquamous skin disease,709,200,Other skin disorders,1,0
granulomatosis,709,200,Other skin disorders,1,0
papular skin disease,709,200,Other skin disorders,1,0
hyperpigmentation,709,200,Other skin disorders,1,0
melasma,709,200,Other skin disorders,1,0
infectious arthritis,711,201,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),1,0
bone and joint infection,730,201,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),1,0
bone injury,730,201,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),1,0
osteomyelitis,730,201,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),1,0
arthritis,714,202,Rheumatoid arthritis and related disease,1,0
rheumatoid arthritis,714,202,Rheumatoid arthritis and related disease,1,0
juvenile rheumatoid arthritis,714,202,Rheumatoid arthritis and related disease,1,0
osteoarthritis,715,203,Osteoarthritis,1,0
joint disease,715,203,Osteoarthritis,1,0
joint infection,715,203,Osteoarthritis,1,0
respiratory disorder,713,204,Other non-traumatic joint disorders,1,0
contracture,718,204,Other non-traumatic joint disorders,3,0
pigmented villonodular synovitis,719,204,Other non-traumatic joint disorders,1,0
joint injury,719,204,Other non-traumatic joint disorders,1,0
ankylosing spondylitis,720,205,Spondylosis; intervertebral disc disorders; other back problems,2,0
spondylarthritis,721,205,Spondylosis; intervertebral disc disorders; other back problems,1,0
degeneration,722,205,Spondylosis; intervertebral disc disorders; other back problems,1,0
intervertebral disc disease,722,205,Spondylosis; intervertebral disc disorders; other back problems,1,0
degenerative disc disease,722,205,Spondylosis; intervertebral disc disorders; other back problems,1,0
torticollis,723,205,Spondylosis; intervertebral disc disorders; other back problems,1,0
sciatica,724,205,Spondylosis; intervertebral disc disorders; other back problems,1,0
spinal stenosis,724,205,Spondylosis; intervertebral disc disorders; other back problems,1,0
back pain,724,205,Spondylosis; intervertebral disc disorders; other back problems,1,0
lower back pain,724,205,Spondylosis; intervertebral disc disorders; other back problems,1,0
weight gain,738,209,Other acquired deformities,1,0
systemic lupus erythematosus,710,210,Systemic lupus erythematosus and connective tissue disorders,2,0
topical anesthesia,710,210,Systemic lupus erythematosus and connective tissue disorders,2,0
collagen disease,710,210,Systemic lupus erythematosus and connective tissue disorders,2,0
connective tissue disease,710,210,Systemic lupus erythematosus and connective tissue disorders,2,0
sjoegrens syndrome,710,210,Systemic lupus erythematosus and connective tissue disorders,2,0
dermatomyositis,710,210,Systemic lupus erythematosus and connective tissue disorders,2,0
polymyositis,710,210,Systemic lupus erythematosus and connective tissue disorders,2,0
periarthritis,726,211,Other connective tissue disease,1,0
tendinitis,726,211,Other connective tissue disease,1,0
epicondylitis,726,211,Other connective tissue disease,1,0
lateral epicondylitis,726,211,Other connective tissue disease,1,0
adhesive capsulitis,726,211,Other connective tissue disease,1,0
bursitis,727,211,Other connective tissue disease,2,0
synovitis,727,211,Other connective tissue disease,2,0
tenosynovitis,727,211,Other connective tissue disease,2,0
tendon injury,727,211,Other connective tissue disease,2,0
muscle spasm,728,211,Other connective tissue disease,1,0
muscle wasting disease,728,211,Other connective tissue disease,1,0
muscle weakness,728,211,Other connective tissue disease,1,0
spinal muscular atrophy,728,211,Other connective tissue disease,1,0
muscle disease,728,211,Other connective tissue disease,1,0
calcification,728,211,Other connective tissue disease,1,0
myositis,728,211,Other connective tissue disease,1,0
dupuytren contracture,728,211,Other connective tissue disease,1,0
heterotopic ossification,728,211,Other connective tissue disease,1,0
muscle injury,728,211,Other connective tissue disease,1,0
sarcopenia,728,211,Other connective tissue disease,1,0
fibrodysplasia ossificans progressiva,728,211,Other connective tissue disease,1,0
aggressive fibromatosis,728,211,Other connective tissue disease,1,0
musculoskeletal system inflammation,729,211,Other connective tissue disease,1,0
myalgia,729,211,Other connective tissue disease,1,0
musculoskeletal pain,729,211,Other connective tissue disease,1,0
fibromyalgia,729,211,Other connective tissue disease,1,0
hematoma,729,211,Other connective tissue disease,1,0
neuritis,729,211,Other connective tissue disease,1,0
osteitis,731,212,Other bone disease and musculoskeletal deformities,1,0
pagets bone disease,731,212,Other bone disease and musculoskeletal deformities,1,0
bone disease,733,212,Other bone disease and musculoskeletal deformities,3,0
osteoporosis,733,212,Other bone disease and musculoskeletal deformities,3,0
metabolic bone disease,733,212,Other bone disease and musculoskeletal deformities,3,0
cartilage disease,733,212,Other bone disease and musculoskeletal deformities,3,0
polychondritis,733,212,Other bone disease and musculoskeletal deformities,3,0
male osteoporosis,733,212,Other bone disease and musculoskeletal deformities,3,0
postmenopausal osteoporosis,733,212,Other bone disease and musculoskeletal deformities,3,0
ostealgia,733,212,Other bone disease and musculoskeletal deformities,3,0
osteonecrosis,733,212,Other bone disease and musculoskeletal deformities,3,0
osteopenia,733,212,Other bone disease and musculoskeletal deformities,3,0
bone cyst,733,212,Other bone disease and musculoskeletal deformities,3,0
bone resorption,733,212,Other bone disease and musculoskeletal deformities,3,0
bone infection,733,212,Other bone disease and musculoskeletal deformities,3,0
eisenmenger syndrome,745,213,Cardiac and circulatory congenital anomalies,1,0
tetralogy of fallot,745,213,Cardiac and circulatory congenital anomalies,1,0
congenital heart defect,746,213,Cardiac and circulatory congenital anomalies,1,0
aortic valve stenosis,746,213,Cardiac and circulatory congenital anomalies,1,0
arteriovenous malformation,747,213,Cardiac and circulatory congenital anomalies,1,0
patent ductus arteriosus,747,213,Cardiac and circulatory congenital anomalies,1,0
anal dysplasia,751,214,Digestive congenital anomalies,1,0
polycystic liver disease,751,214,Digestive congenital anomalies,1,0
autosomal dominant disorder,753,215,Genitourinary congenital anomalies,1,0
polycystic kidney disease,753,215,Genitourinary congenital anomalies,1,0
autosomal recessive polycystic kidney disease,753,215,Genitourinary congenital anomalies,1,0
autosomal dominant polycystic kidney disease,753,215,Genitourinary congenital anomalies,1,0
genetic disorder,740,216,Nervous system congenital anomalies,1,0
spina bifida,741,216,Nervous system congenital anomalies,1,0
brain malformation,742,216,Nervous system congenital anomalies,1,0
thrombocytosis,756,217,Other congenital anomalies,1,0
osteopetrosis,756,217,Other congenital anomalies,1,0
ehlers danlos syndrome,756,217,Other congenital anomalies,1,0
achondroplasia,756,217,Other congenital anomalies,1,0
craniofacial dysostosis,756,217,Other congenital anomalies,1,0
osteogenesis imperfecta,756,217,Other congenital anomalies,1,0
osteodystrophy,756,217,Other congenital anomalies,1,0
polyostotic fibrous dysplasia,756,217,Other congenital anomalies,1,0
ichthyosis,757,217,Other congenital anomalies,1,0
epidermolysis bullosa,757,217,Other congenital anomalies,1,0
mastocytosis,757,217,Other congenital anomalies,1,0
pachyonychia congenita,757,217,Other congenital anomalies,1,0
congenital ichthyosiform erythroderma,757,217,Other congenital anomalies,1,0
x linked hypohidrotic ectodermal dysplasia,757,217,Other congenital anomalies,1,0
ichthyosis vulgaris,757,217,Other congenital anomalies,1,0
netherton syndrome,757,217,Other congenital anomalies,1,0
lamellar ichthyosis,757,217,Other congenital anomalies,1,0
dyskeratosis congenita,757,217,Other congenital anomalies,1,0
epidermolysis bullosa dystrophica,757,217,Other congenital anomalies,1,0
port wine stain,757,217,Other congenital anomalies,1,0
down syndrome,758,217,Other congenital anomalies,1,0
genital system disease,758,217,Other congenital anomalies,1,0
hippel lindau syndrome,759,217,Other congenital anomalies,1,0
kartagener syndrome,759,217,Other congenital anomalies,1,0
noonan syndrome,759,217,Other congenital anomalies,1,0
cockayne syndrome,759,217,Other congenital anomalies,1,0
alagille syndrome,759,217,Other congenital anomalies,1,0
prader-willi syndrome,759,217,Other congenital anomalies,1,0
rubinstein-taybi syndrome,759,217,Other congenital anomalies,1,0
alport syndrome,759,217,Other congenital anomalies,1,0
tuberous sclerosis,759,217,Other congenital anomalies,1,0
usher syndrome,759,217,Other congenital anomalies,1,0
angelman syndrome,759,217,Other congenital anomalies,1,0
marfan syndrome,759,217,Other congenital anomalies,1,0
basal cell nevus syndrome,759,217,Other congenital anomalies,1,0
cryopyrin associated periodic syndrome,759,217,Other congenital anomalies,1,0
smith lemli opitz syndrome,759,217,Other congenital anomalies,1,0
menkes syndrome,759,217,Other congenital anomalies,1,0
asphyxia,768,220,Intrauterine hypoxia and birth asphyxia,1,0
respiratory distress syndrome,769,221,Respiratory distress syndrome,1,0
urinary tract disease,760,224,Other perinatal conditions,3,0
urinary tract infection,760,224,Other perinatal conditions,3,0
fetal alcohol syndrome,760,224,Other perinatal conditions,3,0
anesthesia,763,224,Other perinatal conditions,1,0
birth complication,763,224,Other perinatal conditions,1,0
respiratory disease,770,224,Other perinatal conditions,2,0
meconium aspiration syndrome,770,224,Other perinatal conditions,2,0
neonatal respiratory distress syndrome,770,224,Other perinatal conditions,2,0
atelectasis,770,224,Other perinatal conditions,2,0
candida albicans infection,771,224,Other perinatal conditions,2,0
cytomegalovirus infection,771,224,Other perinatal conditions,2,0
mastitis,771,224,Other perinatal conditions,2,0
myasthenia gravis,775,224,Other perinatal conditions,1,0
necrotizing enterocolitis,777,224,Other perinatal conditions,1,0
periventricular leukomalacia,779,224,Other perinatal conditions,2,0
brain hypoxia-ischemia,779,224,Other perinatal conditions,2,0
spinal cord injury,952,227,Spinal cord injury,1,0
spinal injury,952,227,Spinal cord injury,1,0
lower limb fracture,829,231,Other fractures,1,0
traumatic brain injury,854,233,Intracranial injury,1,0
lung malformation,861,234,Crushing injury or internal injury,1,0
lung injury,861,234,Crushing injury or internal injury,1,0
heart injury,861,234,Crushing injury or internal injury,1,0
liver injury,864,234,Crushing injury or internal injury,1,0
transplant rejection,996,237,Complication of device; implant or graft,1,0
ocular inflammation,996,237,Complication of device; implant or graft,1,0
renal artery obstruction,996,237,Complication of device; implant or graft,1,0
vascular fistula,996,237,Complication of device; implant or graft,1,0
female contraception,996,237,Complication of device; implant or graft,1,0
vaginal infection,996,237,Complication of device; implant or graft,1,0
vascular injury,996,237,Complication of device; implant or graft,1,0
ocular infection,996,237,Complication of device; implant or graft,1,0
transplantation,996,237,Complication of device; implant or graft,1,0
heart transplantation,996,237,Complication of device; implant or graft,1,0
heart transplant rejection,996,237,Complication of device; implant or graft,1,0
liver transplant rejection,996,237,Complication of device; implant or graft,1,0
kidney transplant rejection,996,237,Complication of device; implant or graft,1,0
bone marrow transplant rejection,996,237,Complication of device; implant or graft,1,0
lung transplant rejection,996,237,Complication of device; implant or graft,1,0
pancreas transplant rejection,996,237,Complication of device; implant or graft,1,0
serratia marcescens infection,996,237,Complication of device; implant or graft,1,0
osteolysis,996,237,Complication of device; implant or graft,1,0
corneal transplant rejection,996,237,Complication of device; implant or graft,1,0
organ transplant rejection,996,237,Complication of device; implant or graft,1,0
umbilical cord stem cell transplantation,996,237,Complication of device; implant or graft,1,0
stroke,997,238,Complications of surgical procedures or medical care,1,0
central nervous system injury,997,238,Complications of surgical procedures or medical care,1,0
cardiovascular surgical procedure,997,238,Complications of surgical procedures or medical care,1,0
wound healing,998,238,Complications of surgical procedures or medical care,1,0
septic shock,998,238,Complications of surgical procedures or medical care,1,0
reperfusion injury,998,238,Complications of surgical procedures or medical care,1,0
ocular surgical procedure,998,238,Complications of surgical procedures or medical care,1,0
blood transfusion,999,238,Complications of surgical procedures or medical care,2,0
serum sickness,999,238,Complications of surgical procedures or medical care,2,0
corneal injury,918,239,Superficial injury; contusion,1,0
blister,919,239,Superficial injury; contusion,1,0
skin injury,919,239,Superficial injury; contusion,1,0
ocular injury,921,239,Superficial injury; contusion,1,0
contusion,924,239,Superficial injury; contusion,1,0
skin burns,944,240,Burns,1,0
thermal injury,949,240,Burns,1,0
anticoagulant overdose,964,242,Poisoning by other medications and drugs,1,0
paracetamol overdose,965,242,Poisoning by other medications and drugs,2,0
drug overdose,968,242,Poisoning by other medications and drugs,1,0
digoxin overdose,972,242,Poisoning by other medications and drugs,1,0
poison intoxication,977,242,Poisoning by other medications and drugs,1,0
metal intoxication,985,243,Poisoning by nonmedicinal substances,1,0
heavy metal poisoning,985,243,Poisoning by nonmedicinal substances,1,0
hyperoxia,987,243,Poisoning by nonmedicinal substances,1,0
gas poisoning,987,243,Poisoning by nonmedicinal substances,1,0
toxicity,989,243,Poisoning by nonmedicinal substances,1,0
nervous system injury,907,244,Other injuries and conditions due to external causes,3,0
nerve injury,955,244,Other injuries and conditions due to external causes,1,0
injury,959,244,Other injuries and conditions due to external causes,1,0
head injury,959,244,Other injuries and conditions due to external causes,1,0
brain injury,959,244,Other injuries and conditions due to external causes,1,0
knee injury,959,244,Other injuries and conditions due to external causes,1,0
radiation sickness,990,244,Other injuries and conditions due to external causes,1,0
radiotherapy induced emesis,990,244,Other injuries and conditions due to external causes,1,0
hypothermia,991,244,Other injuries and conditions due to external causes,1,0
motion sickness,994,244,Other injuries and conditions due to external causes,1,0
allergy,995,244,Other injuries and conditions due to external causes,6,0
sepsis,995,244,Other injuries and conditions due to external causes,6,0
chemotherapy-induced emesis,995,244,Other injuries and conditions due to external causes,6,0
hyperthermia,995,244,Other injuries and conditions due to external causes,6,0
hypersensitivity,995,244,Other injuries and conditions due to external causes,6,0
angioedema,995,244,Other injuries and conditions due to external causes,6,0
neurotoxicity drug-induced,995,244,Other injuries and conditions due to external causes,6,0
skin allergy,995,244,Other injuries and conditions due to external causes,6,0
delayed hypersensitivity,995,244,Other injuries and conditions due to external causes,6,0
acinetobacter infection,995,244,Other injuries and conditions due to external causes,6,0
malignant hyperthermia,995,244,Other injuries and conditions due to external causes,6,0
general anesthesia,995,244,Other injuries and conditions due to external causes,6,0
systemic inflammatory response syndrome,995,244,Other injuries and conditions due to external causes,6,0
food hypersensitivity,995,244,Other injuries and conditions due to external causes,6,0
peanut hypersensitivity,995,244,Other injuries and conditions due to external causes,6,0
egg hypersensitivity,995,244,Other injuries and conditions due to external causes,6,0
hemorrhagic shock,785,249,Shock,6,0
shock,785,249,Shock,6,0
cardiovascular inflammation,785,249,Shock,6,0
endotoxic shock,785,249,Shock,6,0
tachycardia,785,249,Shock,6,0
lymphadenopathy,785,249,Shock,6,0
castlemans disease,785,249,Shock,6,0
serratia infection,785,249,Shock,6,0
cardiogenic shock,785,249,Shock,6,0
palpitation,785,249,Shock,6,0
gangrene,785,249,Shock,6,0
atopic dermatitis,691,253,Allergic reactions,1,0
dermatitis,692,253,Allergic reactions,3,0
eczema,692,253,Allergic reactions,3,0
sunburn,692,253,Allergic reactions,3,0
contact dermatitis,692,253,Allergic reactions,3,0
drug eruption,692,253,Allergic reactions,3,0
polymorphus light eruption,692,253,Allergic reactions,3,0
urticaria,708,253,Allergic reactions,1,0
sleep disorder,327,259,Residual codes; unclassified,3,0
circadian rhythm sleep disorder,327,259,Residual codes; unclassified,3,0
obstructive sleep apnea,327,259,Residual codes; unclassified,3,0
amnesia,780,259,Residual codes; unclassified,11,0
pain,780,259,Residual codes; unclassified,11,0
hypersomnia,780,259,Residual codes; unclassified,11,0
consciousness disorder,780,259,Residual codes; unclassified,11,0
insomnia,780,259,Residual codes; unclassified,11,0
fatigue,780,259,Residual codes; unclassified,11,0
hallucination,780,259,Residual codes; unclassified,11,0
chronic fatigue syndrome,780,259,Residual codes; unclassified,11,0
ehrlichia infection,780,259,Residual codes; unclassified,11,0
sleep apnea,780,259,Residual codes; unclassified,11,0
fever,780,259,Residual codes; unclassified,11,0
hyperhidrosis,780,259,Residual codes; unclassified,11,0
rocky mountain spotted fever,780,259,Residual codes; unclassified,11,0
absence seizure,780,259,Residual codes; unclassified,11,0
dizziness,780,259,Residual codes; unclassified,11,0
apnea,780,259,Residual codes; unclassified,11,0
febrile neutropenia,780,259,Residual codes; unclassified,11,0
edema,782,259,Residual codes; unclassified,6,0
jaundice,782,259,Residual codes; unclassified,6,0
hyperalgesia,782,259,Residual codes; unclassified,6,0
skin rash,782,259,Residual codes; unclassified,6,0
hepatic edema,782,259,Residual codes; unclassified,6,0
hyperuricemia,790,259,Residual codes; unclassified,7,0
hyperglycemia,790,259,Residual codes; unclassified,7,0
azotemia,790,259,Residual codes; unclassified,7,0
